,t,gx,gy,gz,ax,ay,az,mx,my,mz,P,h,track_x,track_y,track_z
0,-0.1,15.319824218747502,13.061523437499167,2.2583007812508327,-0.5610351562498468,-0.1201171875001443,-0.12475585937496338,2.5067269802093506,0.0,1.1014205929593062e-39,100238.08203125,0.09577665520218487,2.5777504361168297,-0.48068790531771555,0.0
1,-0.09000000000000001,12.817382812487569,12.87841796875,2.471923828125194,-1.0344238281282272,-0.29565429687591516,-0.1076660156249425,2.5067269802093506,0.0,1.1014346059439495e-39,100237.67578125,0.12790924370329948,2.57724427927357,-0.4800684107541944,-0.004493370731530444
2,-0.08000000000000002,7.965087890601278,11.90185546874201,7.8430175781686975,-8.167480468804216,-0.6677246093768678,-0.8930664062565002,2.5067269802093506,0.0,1.1014486189285927e-39,100238.64453125,0.05128528924210739,2.5791447704865806,-0.4818790861928477,-0.0066349734680368755
3,-0.07000000000000002,27.49633789084931,20.721435546972963,0.30517578112121235,-11.04565429683752,0.9018554687679792,-0.6936035156150607,2.5067269802093506,0.0,1.101462631913236e-39,100237.85546874999,0.11369740730263693,2.5783176019219205,-0.48104201031934934,-0.0075608140456293604
4,-0.060000000000000026,44.09790039055611,28.74755859372908,1.5563964845419882,-6.408447265614488,0.696533203101326,-0.23364257813131017,2.5067269802093506,0.0,1.1014766448978794e-39,100237.56640625001,0.13656085159058393,2.574973265246646,-0.4777610265092047,-0.0073646536287333975
5,-0.05000000000000003,-26.763916016511814,26.9775390625,-11.932373047251616,-5.071044921868891,-1.7055664062554399,-0.5441894531219538,2.5067269802093506,0.0,1.1014906578825226e-39,100238.6953125,0.04726856957131531,2.5747093696499004,-0.47745688324585345,-0.009094564117492099
6,-0.040000000000000036,-19.409179687204258,45.318603515699934,-23.040771484307545,-5.164794921877213,-0.8537597656198901,-0.7438964843767286,2.5067269802093506,0.0,1.1015046708671657e-39,100239.4375,-0.011434603082546985,2.5761494485824468,-0.47883249544978135,-0.010628811856007614
7,-0.03000000000000004,34.393310546976565,56.45751953128936,-9.796142578107155,-5.595214843750608,-0.31494140624610933,-0.9421386718762288,2.5067269802093506,0.0,1.101518683851809e-39,100238.75781250001,0.04232590708791051,2.582718936860317,-0.4853034799013862,-0.009993591049427542
8,-0.020000000000000046,-11.199951171776501,47.912597656254896,-18.768310546854188,-5.48388671875,-0.8347167968757008,-0.9382324218741942,2.5067269802093506,0.0,1.1015326968364522e-39,100238.015625,0.10102907974234365,2.5836675734606143,-0.4863310586770968,-0.006341877152846953
9,-0.01000000000000005,13.671874999905107,59.08203124997711,-18.829345703135324,-5.578369140624827,-0.729492187499841,-1.070068359375163,2.5067269802093506,0.0,1.1015467098210955e-39,100237.85546875,0.11369689230183795,2.5796262063372097,-0.4825310147017632,-1.2738979453974508e-05
10,-5.551115123125783e-17,21.514892578125483,66.80297851562506,-20.812988281249915,-5.439453125000003,-1.1149902343749967,-0.890869140625001,2.5067269802093506,0.0,1.1015607228057387e-39,100237.85546875,0.11369689230196019,2.5803396016392046,-0.4816295356957081,-0.0012652886727837487
11,0.00999999999999994,-19.287109374994156,62.469482421875824,-27.862548828123952,-5.230957031250045,-0.9794921874992157,-0.8596191406251064,2.5067269802093506,0.0,1.101574735790382e-39,100235.98046875,0.26200600174381783,2.582252940714369,-0.48023745256905315,-0.002238486904099113
12,0.019999999999999934,34.42382812518297,70.49560546877744,-19.256591796845907,-5.314453125000212,-0.534667968749961,-1.005615234375316,2.5067269802093506,0.0,1.1015887487750252e-39,100233.265625,0.4767434339155443,2.5731445320816846,-0.4835328879956524,0.0018977805777531387
13,0.029999999999999943,43.548583984149815,75.59204101561154,-18.402099609414055,-5.319580078124709,-0.8105468750015609,-1.0246582031246292,2.5067269802093506,0.0,1.1016027617596684e-39,100234.12109375,0.4090767144876689,2.566041641549008,-0.4882563209456361,0.010170318590158378
14,0.039999999999999925,2.105712890624335,76.32446289064826,-27.038574218760637,-5.302734375000266,-0.8874511718734772,-0.9782714843751578,2.5067269802093506,0.0,1.1016167747443117e-39,100232.87499999999,0.5076435459425985,2.5779063509671793,-0.48365767906259016,0.03236187714727923
15,0.049999999999999906,38.2080078128285,84.68627929692181,-21.881103515564895,-5.354003906250133,-0.7158203125003457,-0.9235839843743064,2.5067269802093506,0.0,1.101630787728955e-39,100229.52734374999,0.7724463791246159,2.581337370437799,-0.48342239655507413,0.0646933216710488
16,0.059999999999999915,47.149658202828036,86.33422851558676,-18.61572265628658,-5.3325195312496065,-0.9104003906267053,-0.796142578124444,2.5067269802093506,0.0,1.1016448007135982e-39,100226.76562499999,0.990908875720776,2.5754065889701323,-0.4888126376495112,0.10050827669925377
17,0.06999999999999992,36.80419921896501,88.74511718757529,-19.744873046846667,-5.345458984375624,-0.7971191406215692,-0.8593750000014531,2.5067269802093506,0.0,1.1016588136982416e-39,100223.09765624997,1.281069045663008,2.572348983668194,-0.48961658926427987,0.13891984445216976
18,0.0799999999999999,76.66015625033351,100.43334960945882,-14.068603515574884,-5.3281249999990346,-0.6120605468762312,-0.9045410156239959,2.5067269802093506,0.0,1.1016728266828848e-39,100219.24609374997,1.585762448065132,2.570839733543785,-0.4886484418019048,0.18299711415120723
19,0.08999999999999989,75.77514648425633,102.75268554685783,-13.671875000015195,-5.271240234375047,-0.8061523437505447,-0.8034667968748408,2.5067269802093506,0.0,1.101686839667528e-39,100217.9375,1.6892858598728988,2.5760543320376286,-0.48303219648596496,0.23727714980375825
20,0.0999999999999999,74.64599609364627,103.36303710935645,-12.02392578127147,-5.279785156250004,-0.7514648437507495,-0.8320312499997233,2.5067269802093506,0.0,1.1017008526521712e-39,100217.1484375,1.7517107252784,2.5814647785465255,-0.48515325200031256,0.29070191677749135
21,0.1099999999999999,108.27636718746999,110.74829101561586,-4.760742187507043,-5.194824218750231,-0.7507324218745512,-0.9252929687499101,2.5067269802093506,0.0,1.1017148656368144e-39,100211.82812500001,2.1726307665512743,2.581647616506663,-0.4922014749586694,0.3461767307933509
22,0.11999999999999988,104.73632812501349,113.83056640625023,-4.18090820312315,-5.203613281249914,-0.9243164062499905,-0.9848632812499749,2.5067269802093506,0.0,1.1017288786214577e-39,100207.296875,2.531129223891156,2.5844584248672504,-0.4976441290854101,0.40390487636115147
23,0.12999999999999987,115.93627929689765,117.24853515625323,-0.6408691406201248,-5.312500000000014,-0.7617187499998475,-1.0053710937499944,2.5067269802093506,0.0,1.101742891606101e-39,100204.80859375,2.7280065807791845,2.5886885612581008,-0.5032330719911506,0.4662924372996362
24,0.13999999999999987,150.54321289064916,121.88720703125264,9.094238281261385,-5.3124999999999565,-0.6962890625002904,-0.9519042968748727,2.5067269802093506,0.0,1.1017569045907442e-39,100201.23828125,3.0105014792646636,2.5937467083143524,-0.5095209874074964,0.5361966572077956
25,0.14999999999999988,157.1655273437395,123.90136718750469,14.09912109375359,-5.3620605468752975,-0.806152343750011,-0.9765625000003247,2.5067269802093506,0.0,1.1017709175753874e-39,100197.16406249999,3.33288222061767,2.6005315236391677,-0.5162175957758688,0.6158437047100107
26,0.1599999999999999,181.15234375016692,129.51660156252905,19.83642578128137,-5.334960937499411,-0.7341308593745275,-1.0009765624996996,2.5067269802093506,0.0,1.1017849305600307e-39,100194.5625,3.5387391039548675,2.6082734749171657,-0.5215659833763375,0.7005809034314676
27,0.16999999999999985,213.98925781255326,134.82666015625597,27.557373046897645,-5.339599609375794,-0.740234375000657,-0.9282226562497929,2.5067269802093506,0.0,1.1017989435446739e-39,100192.52343749999,3.700093864035304,2.614612706756793,-0.5231206631579077,0.7835718345987845
28,0.17999999999999985,225.09765625004567,136.01684570312958,33.17260742190331,-5.45507812500018,-0.7441406249992353,-0.9621582031255917,2.5067269802093506,0.0,1.1018129565293172e-39,100189.57812499999,3.933163958973443,2.6243921037053255,-0.5278795529943938,0.8704552946497506
29,0.18999999999999986,254.45556640654232,140.41137695317144,41.07666015630976,-5.452148437499752,-0.6730957031250663,-1.0305175781251066,2.5067269802093506,0.0,1.1018269695139606e-39,100185.05468749996,4.291135321891227,2.632295199694294,-0.5390821707465712,0.9686468560289514
30,0.19999999999999982,292.56449117305914,144.0310787844927,49.43213524760678,-5.449890929383355,-0.6788377637987029,-1.0523919439936698,2.5067269802093506,0.0,1.1018409824986038e-39,100177.96956168827,4.851919225542654,2.639541415854147,-0.5496431254350753,1.0596571445513807
31,0.20999999999999983,319.221793831339,143.39694729098622,56.01124949273681,-5.48736810064959,-0.6790914163961055,-1.0780742694806835,2.5067269802093506,0.0,1.101854995483247e-39,100171.03368506489,5.400974976734283,2.6457880827550397,-0.5603127609406062,1.1567257565950668
32,0.21999999999999983,345.8790964896189,142.7628157974797,62.59036373786684,-5.524845271915825,-0.6793450689935081,-1.103756594967697,2.5067269802093506,0.0,1.1018690084678903e-39,100164.09780844151,5.950030727925912,2.658853602798981,-0.564596831859804,1.2712178936151077
33,0.22999999999999984,372.5363991478988,142.1286843039732,69.16947798299687,-5.562322443182059,-0.6795987215909107,-1.1294389204547106,2.5067269802093506,0.0,1.1018830214525336e-39,100157.16193181813,6.499086479117541,2.676855392166381,-0.5678427012554383,1.3815296946553801
34,0.23999999999999985,399.19370180617864,141.49455281046667,75.74859222812691,-5.599799614448294,-0.6798523741883133,-1.1551212459417244,2.5067269802093506,0.0,1.1018970344371768e-39,100150.22605519475,7.048142230309169,2.6879131663082116,-0.5777335886816282,1.4906741493316216
35,0.2499999999999998,425.85100446445836,140.86042131696018,82.3277064732569,-5.637276785714528,-0.680106026785716,-1.1808035714287377,2.5067269802093506,0.0,1.10191104742182e-39,100143.29017857138,7.597197981500796,2.704285566436198,-0.5934273432280168,1.6103541820848184
36,0.2599999999999998,452.5083071227382,140.22628982345367,88.90682071838691,-5.674753956980763,-0.6803596793831185,-1.2064858969157513,2.5067269802093506,0.0,1.1019250604064633e-39,100136.35430194801,8.146253732692424,2.719756741994882,-0.6080963283177407,1.733843928278627
37,0.2699999999999998,479.165609781018,139.59215832994715,95.48593496351694,-5.712231128246998,-0.6806133319805211,-1.232168222402765,2.5067269802093506,0.0,1.1019390733911066e-39,100129.41842532463,8.695309483884053,2.729102243413754,-0.6160257755646334,1.862661295050604
38,0.2799999999999998,508.862304687721,139.56298828125088,98.8525390625186,-5.799023437500719,-0.7732421875008397,-1.236523437499993,2.5067269802093506,0.0,1.1019530863757498e-39,100128.66875000001,8.754641796828489,2.7421285456613607,-0.6276014969257258,1.9992509695586294
39,0.2899999999999998,530.8227539062316,137.04833984375296,99.21875000000017,-5.859863281249952,-0.7647460937500367,-1.2410156249999946,2.5067269802093506,0.0,1.1019670993603929e-39,100126.190625,8.95086851173522,2.7634740834963374,-0.6386153475733636,2.1396788663250117
40,0.2999999999999998,560.1806640624272,136.1694335937507,99.37744140624945,-5.950195312499771,-0.7314453125000727,-1.3003906249998334,2.5067269802093506,0.0,1.1019811123450361e-39,100113.95000000003,9.920205177105082,2.7867994466923527,-0.6533761239212499,2.2816017328911253
41,0.30999999999999983,588.3544921874624,135.86425781250043,98.01025390625244,-6.003808593749942,-0.7680664062499258,-1.2844726562500526,2.5067269802093506,0.0,1.1019951253296794e-39,100103.91093750001,10.715269761872083,2.8084726822324484,-0.6701001948395682,2.4242613876963417
42,0.31999999999999984,611.0961914062399,133.94775390625108,93.01757812500273,-6.0516601562499766,-0.7557617187500135,-1.31083984374998,2.5067269802093506,0.0,1.1020091383143226e-39,100092.975,11.581467167438978,2.82857845558339,-0.6882137851448569,2.5606976212149406
43,0.32999999999999974,639.4409179687628,133.38623046874994,88.53759765624822,-6.099414062500021,-0.7191406249999834,-1.3466796875000147,2.5067269802093506,0.0,1.1020231512989659e-39,100081.8125,12.465703612208394,2.8498940491808895,-0.7100826465145484,2.701538818307547
44,0.33999999999999975,665.9545898437843,133.75244140625065,83.11767578124231,-6.213964843750176,-0.7309570312500326,-1.3855468750000537,2.5067269802093506,0.0,1.1020371642836091e-39,100079.59375,12.641465749926283,2.8784369574709014,-0.7310364732773458,2.8600547252198774
45,0.34999999999999976,694.909667968817,136.04736328125617,75.62255859373215,-6.2355468749999865,-0.7225585937499627,-1.401757812500023,2.5067269802093506,0.0,1.1020511772682524e-39,100072.71874999999,13.186134394571203,2.9175235410724945,-0.7564302057834675,3.0095303674738996
46,0.35999999999999976,723.6206054688398,140.7470703125164,67.199707031223,-6.3089843750002945,-0.7395507812500802,-1.384277343749923,2.5067269802093506,0.0,1.1020651902528956e-39,100061.76249999997,14.054211803333581,2.964378704693715,-0.7795754902211307,3.1599539981213045
