,t,gx,gy,gz,ax,ay,az,mx,my,mz,P,h,track_x,track_y,track_z
0,-0.1,15.051269531250277,13.330078124999723,3.5278320312508327,-0.6003906249999911,-0.028710937499984452,-0.010058593750002221,2.5067269802093506,0.0,7.439493547100454e-40,100222.6953125,0.15450530720409006,2.614669920849476,-0.9089051014152618,0.0
1,-0.09000000000000001,14.91699218750025,13.439941406249917,3.34472656249925,-0.602636718750006,-0.033984375000001336,-0.012499999999978001,2.5067269802093506,0.0,7.439633676946886e-40,100222.734375,0.1514151534269542,2.610515032704436,-0.9117986567991041,0.0017536683714638457
2,-0.08000000000000002,14.843749999999833,13.500976562499972,3.7353515625001115,-0.599999999999998,-0.03281250000000089,-0.02578124999999911,2.5067269802093506,0.0,7.439773806793319e-40,100223.025,0.1284244553040723,2.6220410719636487,-0.9229721066194276,0.0010735688453588077
3,-0.07000000000000002,15.08789062499989,13.562011718750028,3.515624999999945,-0.6034179687499998,-0.03144531250000044,-0.025781249999996463,2.5067269802093506,0.0,7.439913936639751e-40,100223.971875,0.053519890987008156,2.630111311516387,-0.930795514518115,0.0005974052794457396
4,-0.060000000000000026,14.831542968749584,13.659667968750332,3.430175781250083,-0.60302734375,-0.032617187500002656,-0.017187499999984042,2.5067269802093506,0.0,7.440054066486184e-40,100225.246875,-0.047340957517540416,2.630111311516387,-0.930795514518115,0.0005974052794457396
5,-0.05000000000000003,14.67285156250097,13.781738281249169,3.4423828124995843,-0.6038085937500088,-0.03251953124998115,-0.00703124999999113,2.5067269802093506,0.0,7.440194196332616e-40,100225.01875000002,-0.02929273147129295,2.6228753711196138,-0.930582579905618,0.0043278290915098605
6,-0.040000000000000036,15.34423828125524,13.513183593750389,3.3447265625007763,-0.6063476562499907,-0.02587890625,-0.00019531249994100223,2.5067269802093506,0.0,7.440334326179049e-40,100228.34687499997,-0.29256213375578566,2.6158299884652365,-0.926594114334967,0.006847869039111387
7,-0.03000000000000004,16.613769531249,13.452148437496756,3.674316406252745,-0.5711914062493292,-0.019726562499874225,0.021093750000131764,2.5067269802093506,0.0,7.440474456025481e-40,100222.109375,0.2008577945671277,2.619570836194148,-0.9231419514146157,0.005621167425572393
8,-0.020000000000000046,15.588378906238695,12.91503906250133,4.345703125001829,-0.48828125000065836,0.018261718750182218,0.007714843749466654,2.5067269802093506,0.0,7.440614585871914e-40,100222.40000000001,0.17786706030279284,2.624804807646317,-0.9189662595570303,0.010250773599559282
9,-0.01000000000000005,13.195800781224664,13.061523437506667,4.736328125004,-0.6796875000000533,0.06728515625012269,-0.11894531250081877,2.5067269802093506,0.0,7.440754715718346e-40,100223.609375,0.08219597152211586,2.6297298318848306,-0.9134007566004154,0.02733234311147925
10,-5.551115123125783e-17,16.174316406266673,12.072753906250277,4.089355468751389,-0.6590820312502912,0.03466796875033347,0.0012695312499933305,2.5067269802093506,0.0,7.440894845564779e-40,100224.15937499999,0.03868728408771656,2.6262998438749783,-0.913207745190185,0.07655890097130791
