,t,h,track_x,track_y,track_z,camera_0_simple_z,camera_1_simple_z
0,-0.1,0.09577665520218487,2.5777504361168297,-0.48068790531771555,0.0,0.481603110240963,0.4634785
1,-0.09000000000000001,0.12790924370329948,2.57724427927357,-0.4800684107541944,-0.004493370731530444,0.47214837664670856,0.4634785
2,-0.08000000000000002,0.05128528924210739,2.5791447704865806,-0.4818790861928477,-0.0066349734680368755,0.4679256221556906,0.4634785
3,-0.07000000000000002,0.11369740730263693,2.5783176019219205,-0.48104201031934934,-0.0075608140456293604,0.4658804060240964,0.4634785
4,-0.060000000000000026,0.13656085159058393,2.574973265246646,-0.4777610265092047,-0.0073646536287333975,0.4658452253012048,0.4634785
5,-0.05000000000000003,0.04726856957131531,2.5747093696499004,-0.47745688324585345,-0.009094564117492099,0.46219369401197674,0.4634785
6,-0.040000000000000036,-0.011434603082546985,2.5761494485824468,-0.47883249544978135,-0.010628811856007614,0.4591777066265057,0.4634785
7,-0.03000000000000004,0.04232590708791051,2.582718936860317,-0.4853034799013862,-0.009993591049427542,0.46138089939759047,0.4634785
8,-0.020000000000000046,0.10102907974234365,2.5836675734606143,-0.4863310586770968,-0.006341877152846953,0.46913984670658854,0.4634785
9,-0.01000000000000005,0.11369689230183795,2.5796262063372097,-0.4825310147017632,-1.2738979453974508e-05,0.4818255952095824,0.4634785
10,-5.551115123125783e-17,0.11369689230196019,2.5803396016392046,-0.4816295356957081,-0.0012652886727837487,0.47809873975903433,0.4645020274626866
11,0.00999999999999994,0.26200600174381783,2.582252940714369,-0.48023745256905315,-0.002238486904099113,0.47382435089820546,0.46662113194029853
12,0.019999999999999934,0.4767434339155443,2.5731445320816846,-0.4835328879956524,0.0018977805777531387,0.47804710538922335,0.4704245408114559
13,0.029999999999999943,0.4090767144876689,2.566041641549008,-0.4882563209456361,0.010170318590158378,0.48682368614458504,0.47826302728358316
14,0.039999999999999925,0.5076435459425985,2.5779063509671793,-0.48365767906259016,0.03236187714727923,0.49963856566265974,0.5100033854925382
15,0.049999999999999906,0.7724463791246159,2.581337370437799,-0.48342239655507413,0.0646933216710488,0.530831674850324,0.5440890404179114
16,0.059999999999999915,0.990908875720776,2.5754065889701323,-0.4888126376495112,0.10050827669925377,0.5660880638554454,0.580961338925374
17,0.06999999999999992,1.281069045663008,2.572348983668194,-0.48961658926427987,0.13891984445216976,0.6066128831325269,0.6177633741492545
18,0.0799999999999999,1.585762448065132,2.570839733543785,-0.4886484418019048,0.18299711415120723,0.6573104137724318,0.6559411962410511
19,0.08999999999999989,1.6892858598728988,2.5760543320376286,-0.48303219648596496,0.23727714980375825,0.7166735874251258,0.7057645255966607
20,0.0999999999999999,1.7517107252784,2.5814647785465255,-0.48515325200031256,0.29070191677749135,0.7708269451807102,0.7591696382089581
