#multi:
	mass A		mass B		
t	x	y	x	y	
7.727	155.2	1.964		
7.731	157.0	4.637		
7.735	154.3	2.855		
7.739	152.5	1.964		
7.743	158.7	-1.600		
7.747	163.2	-3.382		
7.752	161.4	-3.382		
7.756	161.4	-2.491		
7.760	161.4	-2.491		
7.764	165.9	1.073		
7.768	166.8	5.528		
7.772	166.8	2.855		
7.777	165.9	7.310		
7.781	167.7	4.637		
7.785	164.1	3.746		
7.789	166.8	-1.600		
7.793	160.5	5.528		
7.798	161.4	1.073		
7.802	159.6	2.855		
7.806	153.4	2.855		
7.810	154.3	-1.600		
7.814	154.3	2.855		
7.818	152.5	1.964		
7.823	157.0	-1.600		
7.827	151.6	-1.600		
7.831	146.3	1.073		
7.835	156.1	-4.273		
7.839	162.3	-6.055		
7.844	155.2	-2.491		
7.848	164.1	-2.491		
7.852	169.4	-2.491		
7.856	159.6	1.964		
7.860	169.4	-1.600		
7.864	172.1	-4.273		
7.869	166.8	-4.273		
7.873	167.7	-7.837		
7.877	174.8	-7.837		
7.881	173.9	-2.491		
7.885	175.7	-7.837		
7.890	170.3	-6.055		
7.894	178.3	-8.728		
7.898	180.1	-8.728		
7.902	180.1	-8.728		
7.906	187.3	-8.728		
7.910	192.6	-8.728		
7.915	192.6	-8.728		
7.919	205.1	-9.619		
7.923	212.2	-11.40		
7.927	212.2	-11.40		
7.931	211.3	-13.18		
7.935	212.2	-7.837		
7.940	215.8	-1.600		
7.944	213.1	0.182		
7.948	217.5	5.528		
7.952	227.4	1.964		
7.956	227.4	1.964		
7.961	218.4	-0.709		
7.965	222.9	-1.600		
7.969	222.0	4.637		
7.973	222.0	4.637		
7.977	225.6	-1.600		
7.981	225.6	-1.600		
7.986	225.6	-1.600		
7.990	225.6	-1.600		
7.994	225.6	-1.600		
7.998	225.6	-1.600		
8.002	225.6	-1.600		
8.007	225.6	-1.600		
8.011	225.6	-1.600		
8.015	225.6	-1.600		
8.019	225.6	-1.600		
8.023	222.0	-2.491		
8.027	222.9	-2.491		
8.032	226.5	-3.382		
8.036	229.1	-6.946		
8.040	229.1	-6.946		
8.044	229.1	-6.946		
8.048	234.5	-1.712		
8.052	234.5	-1.712		
8.057	241.5	-5.212		
8.061	241.5	-5.212		
8.065	242.5	-5.212		
8.069	252.5	-3.712		
8.073	252.5	-3.712		
8.078	254.5	-4.212		
8.082	252.5	-6.212		
8.086	258.0	-6.712		
8.090	259.0	-7.212		
8.094	262.5	-4.712		
8.098	262.5	-4.212		
8.103	263.0	-4.712		
8.107	263.5	-1.212		
8.111	263.5	-1.212		
8.115	260.0	3.788		
8.119	260.5	2.288		
8.124	256.5	6.288		
8.128	255.0	4.788		
8.132	255.0	5.788		
8.136	248.5	2.288		
8.140	250.0	1.288		
8.144	251.0	-6.712		
8.149	264.5	-8.212		
8.153	257.5	-9.212		
8.157	257.5	-11.71		
8.161	268.5	-10.71		
8.165	270.5	-11.21		
8.169	269.5	-12.21		
8.174	280.0	-12.71		
8.178	276.5	-12.21		
8.182	276.5	-12.21		
8.186	271.5	-11.21		
8.190	277.5	-11.71		
8.195	278.0	-11.71		
8.199	280.0	-11.71		
8.203	280.0	-11.71		
8.207	280.0	-11.71		
8.211	282.5	-11.71		
8.215	285.5	-9.212		
8.220	290.0	-7.712		
8.224	294.0	-5.212		
8.228	298.5	-5.212		
8.232	303.5	-1.712		
8.236	308.5	0.788		
8.241	308.5	0.788		
8.245	311.0	-0.712		
8.249	308.5	-0.712		
8.253	310.0	-0.712		
8.257	314.5	0.288		
8.261	308.5	0.288		
8.266	309.0	2.788		
8.270	311.0	2.288		
8.274	309.0	2.788		
8.278	313.0	2.288		
8.282	310.5	1.288		
8.286	305.0	3.288		
8.291	303.5	3.788		
8.295	297.0	5.288		
8.299	292.5	4.288		
8.303	290.5	2.788		
8.307	298.0	1.788		
8.312	299.0	-0.212		
8.316	294.0	-1.712		
8.320	296.5	-6.212		
8.324	298.0	-4.212		
8.328	297.5	-4.712		
8.332	294.0	-8.212		
8.337	298.5	-7.212		
8.341	306.0	-6.712		
8.345	299.5	-7.212		
8.349	306.5	-7.712		
8.353	307.0	-7.212		
8.358	313.5	-6.212		
8.362	319.0	-6.212		
8.366	322.5	-6.712		
8.370	322.5	-6.712		
8.374	324.0	-6.212		
8.378	325.0	-5.712		
8.383	328.5	-5.712		
8.387	332.5	-5.212		
8.391	331.5	-6.712		
8.395	330.5	-4.212		
8.399	337.5	-4.212		
8.403	336.5	-2.212		
8.408	339.5	-0.712		
8.412	342.0	-0.712		
8.416	345.0	0.288		
8.420	343.5	2.788		
8.424	339.5	3.288		
8.429	345.0	3.288		
8.433	342.0	3.288		
8.437	340.0	2.288		
8.441	346.0	1.788		
8.445	338.5	2.788		
8.449	342.5	2.288		
8.454	341.0	0.788		
8.458	343.5	3.288		
8.462	323.0	2.288		
8.466	328.5	6.288		
8.470	325.0	11.79		
8.475	332.5	10.29		
8.479	328.5	9.288		
8.483	327.5	9.288		
8.487	326.0	5.288		
8.491	323.5	5.788		
8.495	324.5	4.288		
8.500	323.0	5.788		
8.504	329.0	5.288		
8.508	328.5	5.288		
8.512	333.5	4.788		
8.516	334.0	4.788		
8.520	334.5	4.788		
8.525	335.5	6.788		
8.529	332.0	6.788		
8.533	335.5	5.788		
8.537	339.0	4.788		
8.541	336.0	5.288		
8.546	341.0	6.288		
8.550	340.5	8.288		
8.554	342.5	8.288		
8.558	345.5	6.288		
8.562	347.0	6.288		
8.566	352.0	2.788		
8.571	350.0	3.788		
8.575	351.5	2.288		
8.579	354.5	2.288		
8.583	355.0	2.288		
8.587	361.0	0.788		
8.592	366.5	0.288		
8.596	364.0	2.788		
8.600	366.5	3.288		
8.604	369.5	-0.212		
8.608	374.0	-0.212		
8.612	378.5	-0.712		
8.617	379.5	-0.212		
8.621	382.0	1.288		
8.625	387.0	1.288		
8.629	389.5	1.288		
8.633	389.5	2.788		
8.638	393.0	3.288		
8.642	394.0	3.288		
8.646	394.0	4.788		
8.650	393.5	4.788		
8.654	396.5	3.788		
8.658	398.0	3.788		
8.663	393.5	4.788		
8.667	394.0	4.788		
8.671	396.5	0.788		
8.675	394.0	4.788		
8.679	388.5	0.788		
8.683	394.0	2.288		
8.688	393.0	-1.212		
8.692	393.0	-1.212		
8.696	388.5	-0.212		
8.700	383.0	2.288		
8.704	383.0	2.288		
8.709	382.5	1.288		
8.713	378.5	0.288		
8.717	375.0	-0.212		
8.721	372.0	1.788		
8.725	373.5	-4.212		
8.729	369.5	-0.712		
8.734	367.5	-0.712		
8.738	364.5	-0.212		
8.742	364.5	0.788		
8.746	363.5	0.288		
8.750	362.5	-0.712		
8.755	363.0	-2.712		
8.759	364.0	-3.212		
8.763	366.0	-3.712		
8.767	366.0	-3.712		
8.771	366.0	-3.712		
8.775	366.5	-3.712		
8.780	369.3	-3.326		
8.784	361.7	-1.120		
8.788	363.3	0.140		
8.792	359.2	3.605		
8.796	363.6	1.715		
8.800	361.4	1.085		
8.805	365.5	0.455		
8.809	370.9	0.455		
8.813	372.7	0.770		
8.817	372.7	0.455		
8.821	377.5	1.400		
8.826	375.3	1.715		
8.830	377.8	0.770		
8.834	383.5	1.085		
8.838	385.7	-0.175		
8.842	389.1	0.455		
8.846	391.3	-1.435		
8.851	393.2	-2.065		
8.855	395.7	-1.750		
8.859	398.3	0.140		
8.863	403.9	0.140		
8.867	407.1	0.140		
8.872	411.2	1.085		
8.876	415.3	1.085		
8.880	416.5	1.715		
8.884	417.8	1.400		
8.888	418.1	0.455		
8.892	419.1	1.085		
8.897	421.3	1.085		
8.901	422.2	1.715		
8.905	424.4	2.345		
8.909	421.3	2.345		
8.913	420.3	0.770		
8.917	424.4	2.345		
8.922	417.8	2.660		
8.926	419.1	4.236		
8.930	426.0	4.236		
8.934	426.9	3.605		
8.938	424.4	4.236		
8.943	426.0	2.975		
8.947	423.2	1.715		
8.951	425.0	4.236		
8.955	425.4	1.400		
8.959	427.6	-0.490		
8.963	425.0	-0.490		
8.968	422.8	0.455		
8.972	425.4	0.140		
8.976	425.4	0.140		
8.980	426.9	0.140		
8.984	426.9	0.140		
8.989	426.9	0.140		
8.993	426.9	0.140		
8.997	426.9	0.140		
9.001	427.9	0.770		
9.005	429.1	0.770		
9.009	430.1	0.140		
9.014	428.5	0.140		
9.018	426.0	-0.175		
9.022	428.8	0.770		
9.026	432.3	-0.175		
9.030	429.8	-2.065		
9.034	428.8	-2.696		
9.039	425.0	-3.641		
9.043	424.7	-2.381		
9.047	429.1	-1.750		
9.051	428.2	-5.216		
9.055	429.5	0.140		
9.060	429.8	-0.175		
9.064	426.0	-0.490		
9.068	426.6	-0.490		
9.072	429.1	-2.696		
9.076	429.5	-3.326		
9.080	429.5	-4.271		
9.085	429.8	-4.586		
9.089	431.7	-4.586		
9.093	432.6	-4.271		
9.097	434.5	-3.011		
9.101	436.1	-0.805		
9.106	437.0	0.770		
9.110	437.0	1.400		
9.114	439.2	1.715		
9.118	440.2	2.030		
9.122	437.6	1.715		
9.126	438.6	0.140		
9.131	441.1	-0.490		
9.135	441.1	-1.435		
9.139	441.7	-2.381		
9.143	438.6	-2.381		
9.147	439.5	-2.696		
9.151	439.5	-2.696		
9.156	441.4	-2.696		
9.160	441.4	-2.696		
9.164	441.4	-2.696		
9.168	442.1	-2.696		
9.172	441.1	-2.696		
9.177	439.2	-3.326		
9.181	439.9	-2.065		
9.185	438.0	-1.435		
9.189	440.8	-5.216		
