Time,Channel A,Channel B
(s),(mV),(V)

0.76716299,-80.37965000,4.79689900
0.76747599,-80.37965000,4.79689900
0.76778899,-80.37965000,4.79689900
0.76810199,-80.37965000,4.79689900
0.76841499,-80.37965000,4.79689900
0.76872799,-80.37965000,4.84008300
0.76904099,-80.37965000,4.79689900
0.76935399,-80.37965000,4.79689900
0.76966699,-80.37965000,4.79689900
0.76997999,-82.14973000,4.79689900
0.77029299,-82.14973000,4.79689900
0.77060599,-80.37965000,4.79689900
0.77091899,-82.14973000,4.79689900
0.77123199,-82.14973000,4.79689900
0.77154499,-80.37965000,4.79689900
0.77185799,-82.14973000,4.79689900
0.77217099,-82.14973000,4.79689900
0.77248399,-83.91979000,4.79689900
0.77279699,-82.14973000,4.79689900
0.77310999,-83.91979000,4.79689900
0.77342299,-83.91979000,4.79689900
0.77373599,-83.91979000,4.79689900
0.77404899,-83.91979000,4.79689900
0.77436199,-83.91979000,4.79689900
0.77467499,-83.91979000,4.75356300
0.77498799,-83.91979000,4.79689900
0.77530099,-83.91979000,4.79689900
0.77561399,-83.91979000,4.79689900
0.77592699,-85.69598000,4.79689900
0.77623999,-83.91979000,4.79689900
0.77655299,-83.91979000,4.79689900
0.77686599,-85.69598000,4.79689900
0.77717899,-85.69598000,4.79689900
0.77749199,-83.91979000,4.79689900
0.77780499,-83.91979000,4.79689900
0.77811799,-83.91979000,4.79689900
0.77843099,-85.69598000,4.84008300
0.77874399,-85.69598000,4.79689900
0.77905699,-85.69598000,4.84008300
0.77936999,-85.69598000,4.79689900
0.77968299,-85.69598000,4.79689900
0.77999599,-85.69598000,4.79689900
0.78030899,-85.69598000,4.79689900
0.78062199,-85.69598000,4.79689900
0.78093499,-85.69598000,4.79689900
0.78124799,-83.91979000,4.79689900
0.78156099,-83.91979000,4.79689900
0.78187399,-83.91979000,4.79689900
0.78218699,-83.91979000,4.79689900
0.78249999,-83.91979000,4.79689900
0.78281299,-83.91979000,4.79689900
0.78312599,-83.91979000,4.79689900
0.78343899,-83.91979000,4.79689900
0.78375199,-83.91979000,4.79689900
0.78406499,-83.91979000,4.79689900
0.78437799,-83.91979000,4.79689900
0.78469099,-82.14973000,4.84008300
0.78500399,-82.14973000,4.79689900
0.78531699,-82.14973000,4.79689900
0.78562999,-82.14973000,4.79689900
0.78594299,-82.14973000,4.79689900
0.78625599,-82.14973000,4.79689900
0.78656899,-80.37965000,4.79689900
0.78688199,-82.14973000,4.75356300
0.78719499,-82.14973000,4.79689900
0.78750799,-82.14973000,4.79689900
0.78782099,-82.14973000,4.79689900
0.78813399,-82.14973000,4.79689900
0.78844699,-80.37965000,4.79689900
0.78875999,-82.14973000,4.79689900
0.78907299,-82.14973000,4.79689900
0.78938599,-80.37965000,4.79689900
0.78969899,-80.37965000,4.79689900
0.79001199,-80.37965000,4.79689900
0.79032499,-80.37965000,4.79689900
0.79063799,-80.37965000,4.84008300
0.79095099,-80.37965000,4.79689900
0.79126399,-80.37965000,4.79689900
0.79157699,-80.37965000,4.79689900
0.79188999,-80.37965000,4.79689900
0.79220299,-80.37965000,4.79689900
0.79251599,-80.37965000,4.79689900
0.79282899,-80.37965000,4.75356300
0.79314199,-80.37965000,4.79689900
0.79345499,-80.37965000,4.84008300
0.79376799,-80.37965000,4.84008300
0.79408099,-80.37965000,4.79689900
0.79439399,-80.37965000,4.79689900
0.79470699,-80.37965000,4.79689900
0.79501999,-80.37965000,4.79689900
0.79533299,-80.37965000,4.79689900
0.79564599,-80.37965000,4.84008300
0.79595899,-80.37965000,4.79689900
0.79627199,-80.37965000,4.79689900
0.79658499,-82.14973000,4.79689900
0.79689799,-80.37965000,4.79689900
0.79721099,-82.14973000,4.79689900
0.79752399,-80.37965000,4.79689900
0.79783699,-82.14973000,4.79689900
0.79814999,-80.37965000,4.84008300
0.79846299,-82.14973000,4.79689900
0.79877599,-80.37965000,4.79689900
0.79908899,-82.14973000,4.79689900
0.79940199,-82.14973000,4.84008300
0.79971499,-82.14973000,4.75356300
0.80002799,-82.14973000,4.79689900
0.80034099,-82.14973000,4.79689900
0.80065399,-83.91979000,4.79689900
0.80096699,-82.14973000,4.84008300
0.80127999,-82.14973000,4.79689900
0.80159299,-82.14973000,4.79689900
0.80190599,-82.14973000,4.75356300
0.80221899,-83.91979000,4.79689900
0.80253199,-83.91979000,4.79689900
0.80284499,-82.14973000,4.79689900
0.80315799,-83.91979000,4.84008300
0.80347099,-83.91979000,4.84008300
0.80378399,-83.91979000,4.79689900
0.80409699,-83.91979000,4.79689900
0.80440999,-83.91979000,4.79689900
0.80472299,-83.91979000,4.79689900
0.80503599,-83.91979000,4.79689900
0.80534899,-83.91979000,4.84008300
0.80566199,-83.91979000,4.79689900
0.80597499,-83.91979000,4.79689900
0.80628799,-83.91979000,4.79689900
0.80660099,-83.91979000,4.79689900
0.80691399,-85.69598000,4.79689900
0.80722699,-85.69598000,4.84008300
0.80753999,-85.69598000,4.79689900
0.80785299,-83.91979000,4.79689900
0.80816599,-85.69598000,4.79689900
0.80847899,-85.69598000,4.79689900
0.80879199,-83.91979000,4.75356300
0.80910499,-83.91979000,4.84008300
0.80941799,-83.91979000,4.79689900
0.80973099,-85.69598000,4.79689900
0.81004399,-85.69598000,4.79689900
0.81035699,-83.91979000,4.79689900
0.81066999,-83.91979000,4.79689900
0.81098299,-83.91979000,4.79689900
0.81129599,-85.69598000,4.79689900
0.81160899,-83.91979000,4.84008300
0.81192199,-82.14973000,4.84008300
0.81223499,-85.69598000,4.75356300
0.81254799,-83.91979000,4.79689900
0.81286099,-83.91979000,4.79689900
0.81317399,-83.91979000,4.79689900
0.81348699,-83.91979000,4.79689900
0.81379999,-85.69598000,4.79689900
0.81411299,-83.91979000,4.79689900
0.81442599,-83.91979000,4.79689900
0.81473899,-82.14973000,4.79689900
0.81505199,-83.91979000,4.84008300
0.81536499,-83.91979000,4.79689900
0.81567799,-82.14973000,4.79689900
0.81599099,-82.14973000,4.79689900
0.81630399,-82.14973000,4.84008300
0.81661699,-82.14973000,4.79689900
0.81692999,-82.14973000,4.79689900
0.81724299,-82.14973000,4.79689900
0.81755599,-82.14973000,4.79689900
0.81786899,-82.14973000,4.79689900
0.81818199,-82.14973000,4.79689900
0.81849499,-82.14973000,4.79689900
0.81880799,-82.14973000,4.79689900
0.81912099,-82.14973000,4.79689900
0.81943399,-80.37965000,4.79689900
0.81974699,-82.14973000,4.79689900
0.82005999,-80.37965000,4.79689900
0.82037299,-80.37965000,4.84008300
0.82068599,-83.91979000,4.79689900
0.82099899,-82.14973000,4.79689900
0.82131199,-82.14973000,4.79689900
0.82162499,-80.37965000,4.79689900
0.82193799,-80.37965000,4.79689900
0.82225099,-80.37965000,4.79689900
0.82256399,-80.37965000,4.79689900
0.82287699,-80.37965000,4.79689900
0.82318999,-80.37965000,4.79689900
0.82350299,-80.37965000,4.84008300
0.82381599,-80.37965000,4.79689900
0.82412899,-80.37965000,4.79689900
0.82444199,-80.37965000,4.75356300
0.82475499,-80.37965000,4.79689900
0.82506799,-80.37965000,4.84008300
0.82538099,-82.14973000,4.79689900
0.82569399,-80.37965000,4.79689900
0.82600699,-82.14973000,4.84008300
0.82631999,-80.37965000,4.79689900
0.82663299,-80.37965000,4.79689900
0.82694599,-82.14973000,4.79689900
0.82725899,-82.14973000,4.84008300
0.82757199,-82.14973000,4.79689900
0.82788499,-82.14973000,4.79689900
0.82819799,-82.14973000,4.79689900
0.82851099,-82.14973000,4.79689900
0.82882399,-82.14973000,4.84008300
0.82913699,-82.14973000,4.79689900
0.82944999,-82.14973000,4.79689900
0.82976299,-82.14973000,4.79689900
0.83007599,-82.14973000,4.79689900
0.83038899,-83.91979000,4.79689900
0.83070199,-82.14973000,4.79689900
0.83101499,-82.14973000,4.84008300
0.83132799,-83.91979000,4.79689900
0.83164099,-83.91979000,4.79689900
0.83195399,-83.91979000,4.79689900
0.83226699,-82.14973000,4.79689900
0.83257999,-83.91979000,4.79689900
0.83289299,-83.91979000,4.84008300
0.83320599,-82.14973000,4.79689900
0.83351899,-85.69598000,4.79689900
0.83383199,-83.91979000,4.79689900
0.83414499,-83.91979000,4.79689900
0.83445799,-83.91979000,4.79689900
0.83477099,-85.69598000,4.79689900
0.83508399,-85.69598000,4.79689900
0.83539699,-85.69598000,4.79689900
0.83570999,-83.91979000,4.79689900
0.83602299,-83.91979000,4.79689900
0.83633599,-83.91979000,4.79689900
0.83664899,-83.91979000,4.79689900
0.83696199,-85.69598000,4.79689900
0.83727499,-83.91979000,4.79689900
0.83758799,-85.69598000,4.79689900
0.83790099,-83.91979000,4.79689900
0.83821399,-83.91979000,4.79689900
0.83852699,-85.69598000,4.79689900
0.83883999,-83.91979000,4.79689900
0.83915299,-83.91979000,4.79689900
0.83946599,-83.91979000,4.79689900
0.83977899,-83.91979000,4.79689900
0.84009199,-83.91979000,4.79689900
0.84040499,-83.91979000,4.79689900
0.84071799,-83.91979000,4.84008300
0.84103099,-85.69598000,4.79689900
0.84134399,-83.91979000,4.79689900
0.84165699,-83.91979000,4.79689900
0.84196999,-82.14973000,4.79689900
0.84228299,-82.14973000,4.84008300
0.84259599,-82.14973000,4.79689900
0.84290899,-83.91979000,4.79689900
0.84322199,-82.14973000,4.79689900
0.84353499,-82.14973000,4.84008300
0.84384799,-82.14973000,4.79689900
0.84416099,-82.14973000,4.79689900
0.84447399,-82.14973000,4.75356300
0.84478699,-82.14973000,4.79689900
0.84509999,-82.14973000,4.79689900
0.84541299,-82.14973000,4.84008300
0.84572599,-82.14973000,4.79689900
0.84603899,-80.37965000,4.79689900
0.84635199,-80.37965000,4.79689900
0.84666499,-82.14973000,4.79689900
0.84697799,-82.14973000,4.79689900
0.84729099,-82.14973000,4.79689900
0.84760399,-82.14973000,4.79689900
0.84791699,-80.37965000,4.75356300
0.84822999,-80.37965000,4.79689900
0.84854299,-80.37965000,4.79689900
0.84885599,-80.37965000,4.84008300
0.84916899,-80.37965000,4.79689900
0.84948199,-80.37965000,4.79689900
0.84979499,-80.37965000,4.79689900
0.85010799,-80.37965000,4.79689900
0.85042099,-80.37965000,4.79689900
0.85073399,-80.37965000,4.79689900
0.85104699,-80.37965000,4.79689900
0.85135999,-80.37965000,4.79689900
0.85167299,-80.37965000,4.84008300
0.85198599,-80.37965000,4.75356300
0.85229899,-80.37965000,4.79689900
0.85261199,-80.37965000,4.79689900
0.85292499,-80.37965000,4.79689900
0.85323799,-80.37965000,4.84008300
0.85355099,-80.37965000,4.79689900
0.85386399,-80.37965000,4.79689900
0.85417699,-82.14973000,4.84008300
0.85448999,-80.37965000,4.84008300
0.85480299,-80.37965000,4.79689900
0.85511599,-80.37965000,4.79689900
0.85542899,-82.14973000,4.79689900
0.85574199,-80.37965000,4.79689900
0.85605499,-80.37965000,4.79689900
0.85636799,-80.37965000,4.79689900
0.85668099,-80.37965000,4.79689900
0.85699399,-80.37965000,4.79689900
0.85730699,-82.14973000,4.79689900
0.85761999,-82.14973000,4.79689900
0.85793299,-80.37965000,4.79689900
0.85824599,-82.14973000,4.84008300
0.85855899,-80.37965000,4.79689900
0.85887199,-82.14973000,4.79689900
0.85918499,-82.14973000,4.79689900
0.85949799,-82.14973000,4.79689900
0.85981099,-83.91979000,4.75356300
0.86012399,-82.14973000,4.79689900
0.86043699,-82.14973000,4.79689900
0.86074999,-82.14973000,4.79689900
0.86106299,-82.14973000,4.79689900
0.86137599,-82.14973000,4.79689900
0.86168899,-82.14973000,4.79689900
0.86200199,-80.37965000,4.79689900
0.86231499,-82.14973000,4.79689900
0.86262799,-82.14973000,4.79689900
0.86294099,-83.91979000,4.84008300
0.86325399,-82.14973000,4.79689900
0.86356699,-83.91979000,4.84008300
0.86387999,-83.91979000,4.79689900
0.86419299,-83.91979000,4.79689900
0.86450599,-83.91979000,4.79689900
0.86481899,-83.91979000,4.79689900
0.86513199,-82.14973000,4.79689900
0.86544499,-82.14973000,4.79689900
0.86575799,-83.91979000,4.79689900
0.86607099,-82.14973000,4.79689900
0.86638399,-82.14973000,4.79689900
0.86669699,-82.14973000,4.79689900
0.86700999,-83.91979000,4.84008300
0.86732299,-83.91979000,4.84008300
0.86763599,-83.91979000,4.75356300
0.86794899,-83.91979000,4.79689900
0.86826199,-83.91979000,4.84008300
0.86857499,-83.91979000,4.79689900
0.86888799,-83.91979000,4.79689900
0.86920099,-83.91979000,4.84008300
0.86951399,-82.14973000,4.79689900
0.86982699,-83.91979000,4.75356300
0.87013999,-82.14973000,4.79689900
0.87045299,-82.14973000,4.79689900
0.87076599,-82.14973000,4.84008300
0.87107899,-82.14973000,4.84008300
0.87139199,-82.14973000,4.79689900
0.87170499,-82.14973000,4.79689900
0.87201799,-82.14973000,4.79689900
0.87233099,-82.14973000,4.84008300
0.87264399,-82.14973000,4.79689900
0.87295699,-82.14973000,4.84008300
0.87326999,-82.14973000,4.79689900
0.87358299,-82.14973000,4.79689900
0.87389599,-82.14973000,4.79689900
0.87420899,-82.14973000,4.79689900
0.87452199,-82.14973000,4.79689900
0.87483499,-82.14973000,4.79689900
0.87514799,-82.14973000,4.79689900
0.87546099,-80.37965000,4.79689900
0.87577399,-80.37965000,4.79689900
0.87608699,-80.37965000,4.79689900
0.87639999,-80.37965000,4.79689900
0.87671299,-80.37965000,4.79689900
0.87702599,-80.37965000,4.79689900
0.87733899,-82.14973000,4.79689900
0.87765199,-80.37965000,4.79689900
0.87796499,-80.37965000,4.79689900
0.87827799,-82.14973000,4.79689900
0.87859099,-80.37965000,4.79689900
0.87890399,-80.37965000,4.79689900
0.87921699,-80.37965000,4.79689900
0.87952999,-80.37965000,4.79689900
0.87984299,-80.37965000,4.84008300
0.88015599,-80.37965000,4.79689900
0.88046899,-80.37965000,4.79689900
0.88078199,-80.37965000,4.79689900
0.88109499,-80.37965000,4.79689900
0.88140799,-80.37965000,4.79689900
0.88172099,-80.37965000,4.79689900
0.88203399,-80.37965000,4.79689900
0.88234699,-80.37965000,4.79689900
0.88265999,-80.37965000,4.79689900
0.88297299,-80.37965000,4.79689900
0.88328599,-80.37965000,4.79689900
0.88359899,-80.37965000,4.84008300
0.88391199,-80.37965000,4.79689900
0.88422499,-80.37965000,4.79689900
0.88453799,-80.37965000,4.79689900
0.88485099,-80.37965000,4.79689900
0.88516399,-80.37965000,4.79689900
0.88547699,-80.37965000,4.79689900
0.88578999,-82.14973000,4.79689900
0.88610299,-80.37965000,4.79689900
0.88641599,-80.37965000,4.79689900
0.88672899,-80.37965000,4.84008300
0.88704199,-80.37965000,4.79689900
0.88735499,-80.37965000,4.79689900
0.88766799,-82.14973000,4.79689900
0.88798099,-78.60347000,4.79689900
0.88829399,-80.37965000,4.79689900
0.88860699,-82.14973000,4.79689900
0.88891999,-82.14973000,4.79689900
0.88923299,-82.14973000,4.79689900
0.88954599,-82.14973000,4.79689900
0.88985899,-82.14973000,4.79689900
0.89017199,-82.14973000,4.79689900
0.89048499,-83.91979000,4.84008300
0.89079799,-82.14973000,4.79689900
0.89111099,-82.14973000,4.79689900
0.89142399,-83.91979000,4.84008300
0.89173699,-82.14973000,4.79689900
0.89204999,-82.14973000,4.79689900
0.89236299,-82.14973000,4.79689900
0.89267599,-82.14973000,4.79689900
0.89298899,-80.37965000,4.79689900
0.89330199,-83.91979000,4.79689900
0.89361499,-82.14973000,4.79689900
0.89392799,-83.91979000,4.79689900
0.89424099,-83.91979000,4.79689900
0.89455399,-83.91979000,4.79689900
0.89486699,-83.91979000,4.84008300
0.89517999,-83.91979000,4.79689900
0.89549299,-83.91979000,4.79689900
0.89580599,-83.91979000,4.79689900
0.89611899,-83.91979000,4.79689900
0.89643199,-83.91979000,4.79689900
0.89674499,-82.14973000,4.79689900
0.89705799,-82.14973000,4.79689900
0.89737099,-83.91979000,4.84008300
0.89768399,-82.14973000,4.79689900
0.89799699,-82.14973000,4.79689900
0.89830999,-83.91979000,4.79689900
0.89862299,-80.37965000,4.84008300
0.89893599,-83.91979000,4.84008300
0.89924899,-83.91979000,4.84008300
0.89956199,-83.91979000,4.79689900
0.89987499,-82.14973000,4.84008300
0.90018799,-82.14973000,4.79689900
0.90050099,-83.91979000,4.79689900
0.90081399,-83.91979000,4.79689900
0.90112699,-82.14973000,4.75356300
0.90143999,-83.91979000,4.79689900
0.90175299,-82.14973000,4.79689900
0.90206599,-82.14973000,4.79689900
0.90237899,-82.14973000,4.79689900
0.90269199,-82.14973000,4.79689900
0.90300499,-82.14973000,4.79689900
0.90331799,-82.14973000,4.79689900
0.90363099,-82.14973000,4.79689900
0.90394399,-80.37965000,4.79689900
0.90425699,-82.14973000,4.79689900
0.90456999,-82.14973000,4.84008300
0.90488299,-82.14973000,4.79689900
0.90519599,-80.37965000,4.79689900
0.90550899,-80.37965000,4.79689900
0.90582199,-82.14973000,4.79689900
0.90613499,-80.37965000,4.79689900
0.90644799,-80.37965000,4.79689900
0.90676099,-82.14973000,4.75356300
0.90707399,-80.37965000,4.79689900
0.90738699,-80.37965000,4.79689900
0.90769999,-80.37965000,4.84008300
0.90801299,-80.37965000,4.79689900
0.90832599,-82.14973000,4.84008300
0.90863899,-80.37965000,4.79689900
0.90895199,-82.14973000,4.84008300
0.90926499,-82.14973000,4.79689900
0.90957799,-80.37965000,4.79689900
0.90989099,-80.37965000,4.79689900
0.91020399,-82.14973000,4.75356300
0.91051699,-80.37965000,4.79689900
0.91082999,-82.14973000,4.79689900
0.91114299,-82.14973000,4.84008300
0.91145599,-80.37965000,4.79689900
0.91176899,-82.14973000,4.79689900
0.91208199,-82.14973000,4.79689900
0.91239499,-82.14973000,4.79689900
0.91270799,-82.14973000,4.79689900
0.91302099,-82.14973000,4.79689900
0.91333399,-82.14973000,4.79689900
0.91364699,-82.14973000,4.79689900
0.91395999,-82.14973000,4.79689900
0.91427299,-82.14973000,4.75356300
0.91458599,-82.14973000,4.79689900
0.91489899,-83.91979000,4.84008300
0.91521199,-82.14973000,4.79689900
0.91552499,-83.91979000,4.79689900
0.91583799,-83.91979000,4.79689900
0.91615099,-83.91979000,4.79689900
0.91646399,-83.91979000,4.84008300
0.91677699,-83.91979000,4.79689900
0.91708999,-83.91979000,4.79689900
0.91740299,-83.91979000,4.79689900
0.91771599,-85.69598000,4.79689900
0.91802899,-85.69598000,4.79689900
0.91834199,-85.69598000,4.79689900
0.91865499,-85.69598000,4.79689900
0.91896799,-85.69598000,4.79689900
0.91928099,-85.69598000,4.79689900
0.91959399,-85.69598000,4.79689900
0.91990699,-87.46605000,4.79689900
0.92021999,-85.69598000,4.79689900
0.92053299,-87.46605000,4.79689900
0.92084599,-87.46605000,4.79689900
0.92115899,-87.46605000,4.79689900
0.92147199,-87.46605000,4.79689900
0.92178499,-87.46605000,4.79689900
0.92209799,-87.46605000,4.79689900
0.92241099,-87.46605000,4.79689900
0.92272399,-87.46605000,4.79689900
0.92303699,-87.46605000,4.79689900
0.92334999,-87.46605000,4.79689900
0.92366299,-87.46605000,4.79689900
0.92397599,-82.14973000,4.79689900
0.92428899,-87.46605000,4.79689900
0.92460199,-85.69598000,4.79689900
0.92491499,-87.46605000,4.79689900
0.92522799,-87.46605000,4.79689900
0.92554099,-87.46605000,4.79689900
0.92585399,-87.46605000,4.79689900
0.92616699,-87.46605000,4.79689900
0.92647999,-87.46605000,4.79689900
0.92679299,-87.46605000,4.79689900
0.92710599,-87.46605000,4.79689900
0.92741899,-87.46605000,4.79689900
0.92773199,-87.46605000,4.79689900
0.92804499,-87.46605000,4.79689900
0.92835799,-87.46605000,4.79689900
0.92867099,-87.46605000,4.79689900
0.92898399,-87.46605000,4.79689900
0.92929699,-87.46605000,4.79689900
0.92960999,-89.23612000,4.79689900
0.92992299,-87.46605000,4.79689900
0.93023599,-87.46605000,4.79689900
0.93054899,-87.46605000,4.79689900
0.93086199,-87.46605000,4.79689900
0.93117499,-87.46605000,4.79689900
0.93148799,-87.46605000,4.79689900
0.93180099,-87.46605000,4.79689900
0.93211399,-87.46605000,4.79689900
0.93242699,-85.69598000,4.79689900
0.93273999,-85.69598000,4.84008300
0.93305299,-85.69598000,4.79689900
0.93336599,-85.69598000,4.84008300
0.93367899,-85.69598000,4.79689900
0.93399199,-85.69598000,4.79689900
0.93430499,-85.69598000,4.79689900
0.93461799,-83.91979000,4.79689900
0.93493099,-83.91979000,4.79689900
0.93524399,-83.91979000,4.79689900
0.93555699,-85.69598000,4.84008300
0.93586999,-83.91979000,4.79689900
0.93618299,-83.91979000,4.79689900
0.93649599,-83.91979000,4.79689900
0.93680899,-83.91979000,4.79689900
0.93712199,-83.91979000,4.79689900
0.93743499,-83.91979000,4.79689900
0.93774799,-83.91979000,4.79689900
0.93806099,-83.91979000,4.79689900
0.93837399,-83.91979000,4.84008300
0.93868699,-83.91979000,4.79689900
0.93899999,-83.91979000,4.84008300
0.93931299,-83.91979000,4.79689900
0.93962599,-85.69598000,4.79689900
0.93993899,-85.69598000,4.79689900
0.94025199,-85.69598000,4.79689900
0.94056499,-85.69598000,4.79689900
0.94087799,-85.69598000,4.79689900
0.94119099,-85.69598000,4.79689900
0.94150399,-85.69598000,4.79689900
0.94181699,-85.69598000,4.79689900
0.94212999,-85.69598000,4.79689900
0.94244299,-83.91979000,4.79689900
0.94275599,-85.69598000,4.79689900
0.94306899,-85.69598000,4.79689900
0.94338199,-85.69598000,4.79689900
0.94369499,-85.69598000,4.79689900
0.94400799,-85.69598000,4.84008300
0.94432099,-85.69598000,4.79689900
0.94463399,-85.69598000,4.79689900
0.94494699,-85.69598000,4.84008300
0.94525999,-85.69598000,4.79689900
0.94557299,-87.46605000,4.79689900
0.94588599,-85.69598000,4.79689900
0.94619899,-85.69598000,4.79689900
0.94651199,-85.69598000,4.79689900
0.94682499,-87.46605000,4.79689900
0.94713799,-87.46605000,4.84008300
0.94745099,-87.46605000,4.79689900
0.94776399,-87.46605000,4.79689900
0.94807699,-89.23612000,4.79689900
0.94838999,-87.46605000,4.79689900
0.94870299,-89.23612000,4.84008300
0.94901599,-91.01230000,4.84008300
0.94932899,-89.23612000,4.79689900
0.94964199,-91.01230000,4.79689900
0.94995499,-91.01230000,4.79689900
0.95026799,-91.01230000,4.79689900
0.95058099,-91.01230000,4.79689900
0.95089399,-91.01230000,4.79689900
0.95120699,-91.01230000,4.79689900
0.95151999,-92.78237000,4.79689900
0.95183299,-91.01230000,4.84008300
0.95214599,-92.78237000,4.79689900
0.95245899,-92.78237000,4.79689900
0.95277199,-92.78237000,4.79689900
0.95308499,-92.78237000,4.84008300
0.95339799,-92.78237000,4.79689900
0.95371099,-92.78237000,4.84008300
0.95402399,-92.78237000,4.79689900
0.95433699,-92.78237000,4.79689900
0.95464999,-92.78237000,4.79689900
0.95496299,-92.78237000,4.79689900
0.95527599,-94.55855000,4.79689900
0.95558899,-92.78237000,4.79689900
0.95590199,-92.78237000,4.84008300
0.95621499,-94.55855000,4.79689900
0.95652799,-92.78237000,4.79689900
0.95684099,-92.78237000,4.79689900
0.95715399,-92.78237000,4.79689900
0.95746699,-94.55855000,4.79689900
0.95777999,-94.55855000,4.79689900
0.95809299,-96.32863000,4.79689900
0.95840599,-94.55855000,4.79689900
0.95871899,-94.55855000,4.79689900
0.95903199,-94.55855000,4.79689900
0.95934499,-92.78237000,4.79689900
0.95965799,-94.55855000,4.79689900
0.95997099,-94.55855000,4.79689900
0.96028399,-94.55855000,4.79689900
0.96059699,-94.55855000,4.79689900
0.96090999,-94.55855000,4.79689900
0.96122299,-94.55855000,4.79689900
0.96153599,-94.55855000,4.79689900
0.96184899,-94.55855000,4.75356300
0.96216199,-94.55855000,4.84008300
0.96247499,-94.55855000,4.79689900
0.96278799,-94.55855000,4.75356300
0.96310099,-94.55855000,4.79689900
0.96341399,-94.55855000,4.79689900
0.96372699,-94.55855000,4.79689900
0.96403999,-94.55855000,4.79689900
0.96435299,-94.55855000,4.79689900
0.96466599,-94.55855000,4.79689900
0.96497899,-94.55855000,4.84008300
0.96529199,-94.55855000,4.79689900
0.96560499,-94.55855000,4.79689900
0.96591799,-92.78237000,4.79689900
0.96623099,-94.55855000,4.84008300
0.96654399,-94.55855000,4.79689900
0.96685699,-94.55855000,4.79689900
0.96716999,-94.55855000,4.79689900
0.96748299,-94.55855000,4.79689900
0.96779599,-94.55855000,4.79689900
0.96810899,-96.32863000,4.79689900
0.96842199,-94.55855000,4.79689900
0.96873499,-94.55855000,4.79689900
0.96904799,-96.32863000,4.79689900
0.96936099,-96.32863000,4.79689900
0.96967399,-96.32863000,4.79689900
0.96998699,-96.32863000,4.84008300
0.97029999,-96.32863000,4.84008300
0.97061299,-98.09869000,4.79689900
0.97092599,-98.09869000,4.79689900
0.97123899,-98.09869000,4.79689900
0.97155199,-98.09869000,4.79689900
0.97186499,-98.09869000,4.79689900
0.97217799,-98.09869000,4.79689900
0.97249099,-99.87487000,4.84008300
0.97280399,-99.87487000,4.79689900
0.97311699,-99.87487000,4.79689900
0.97342999,-99.87487000,4.79689900
0.97374299,-99.87487000,4.79689900
0.97405599,-99.87487000,4.79689900
0.97436899,-99.87487000,4.84008300
0.97468199,-101.64500000,4.79689900
0.97499499,-101.64500000,4.79689900
0.97530799,-101.64500000,4.79689900
0.97562099,-101.64500000,4.79689900
0.97593399,-103.41500000,4.79689900
0.97624699,-101.64500000,4.79689900
0.97655999,-103.41500000,4.79689900
0.97687299,-103.41500000,4.79689900
0.97718599,-103.41500000,4.79689900
0.97749899,-103.41500000,4.79689900
0.97781199,-105.19120000,4.79689900
0.97812499,-106.96130000,4.79689900
0.97843799,-106.96130000,4.79689900
0.97875099,-106.96130000,4.79689900
0.97906399,-106.96130000,4.79689900
0.97937699,-106.96130000,4.79689900
0.97968999,-106.96130000,4.79689900
0.98000299,-108.73130000,4.79689900
0.98031599,-106.96130000,4.79689900
0.98062899,-108.73130000,4.79689900
0.98094199,-108.73130000,4.79689900
0.98125499,-110.50750000,4.79689900
0.98156799,-108.73130000,4.79689900
0.98188099,-110.50750000,4.79689900
0.98219399,-110.50750000,4.84008300
0.98250699,-110.50750000,4.79689900
0.98281999,-112.27760000,4.79689900
0.98313299,-112.27760000,4.79689900
0.98344599,-112.27760000,4.79689900
0.98375899,-112.27760000,4.79689900
0.98407199,-114.05380000,4.79689900
0.98438499,-114.05380000,4.79689900
0.98469799,-112.27760000,4.84008300
0.98501099,-114.05380000,4.79689900
0.98532399,-114.05380000,4.79689900
0.98563699,-114.05380000,4.84008300
0.98594999,-114.05380000,4.79689900
0.98626299,-115.82380000,4.79689900
0.98657599,-115.82380000,4.84008300
0.98688899,-115.82380000,4.79689900
0.98720199,-115.82380000,4.79689900
0.98751499,-115.82380000,4.79689900
0.98782799,-117.59390000,4.84008300
0.98814099,-117.59390000,4.79689900
0.98845399,-115.82380000,4.75356300
0.98876699,-117.59390000,4.75356300
0.98907999,-117.59390000,4.79689900
0.98939299,-117.59390000,4.79689900
0.98970599,-119.37010000,4.79689900
0.99001899,-119.37010000,4.79689900
0.99033199,-117.59390000,4.79689900
0.99064499,-119.37010000,4.84008300
0.99095799,-119.37010000,4.79689900
0.99127099,-121.14020000,4.79689900
0.99158399,-121.14020000,4.79689900
0.99189699,-121.14020000,4.79689900
0.99220999,-121.14020000,4.79689900
0.99252299,-121.14020000,4.79689900
0.99283599,-121.14020000,4.79689900
0.99314899,-121.14020000,4.79689900
0.99346199,-121.14020000,4.79689900
0.99377499,-121.14020000,4.79689900
0.99408799,-124.68640000,4.84008300
0.99440099,-122.91020000,4.79689900
0.99471399,-122.91020000,4.84008300
0.99502699,-122.91020000,4.79689900
0.99533999,-122.91020000,4.79689900
0.99565299,-122.91020000,4.84008300
0.99596599,-122.91020000,4.79689900
0.99627899,-122.91020000,4.79689900
0.99659199,-122.91020000,4.79689900
0.99690499,-122.91020000,4.79689900
