	mass A		
t	x	y	
23.361	1.014	8.515E-3
23.378		
23.395		
23.412		
23.428		
23.445		
23.462		
23.479		
23.495		
23.512		
23.529		
23.545		
23.562		
23.579		
23.596		
23.612		
23.629		
23.646		
23.663		
23.679		
23.696		
23.713		
23.730		
23.746		
23.763		
23.780		
23.796		
23.813		
23.830		
23.847		
23.863		
23.880		
23.897		
23.914		
23.930		
23.947		
23.964		
23.981		
23.997		
24.014		
24.031		
24.047		
24.064		
24.081		
24.098		
24.114		
24.131		
24.148		
24.165		
24.181		
24.198		
24.215		
24.232		
24.248		
24.265		
24.282		
24.299		
24.315		
24.332		
24.349		
24.365		
24.382		
24.399		
24.416		
24.432		
24.449		
24.466		
24.483		
24.499		
24.516		
24.533		
24.550		
24.566		
24.583		
24.600		
24.616		
24.633		
24.650		
24.667		
24.683		
24.700		
24.717		
24.734		
24.750		
24.767		
24.784		
24.801		
24.817		
24.834		
24.851		
24.867		
24.884		
24.901		
24.918		
24.934		
24.951		
24.968		
24.985		
25.001		
25.018		
25.035		
25.052		
25.068		
25.085		
25.102		
25.119		
25.135		
25.152		
25.169		
25.185		
25.202		
25.219		
25.236		
25.252		
25.269		
25.286		
25.303		
25.319		
25.336		
25.353		
25.370		
25.386		
25.403		
25.420		
25.436		
25.453		
25.470		
25.487		
25.503		
25.520		
25.537		
25.554		
25.570		
25.587		
25.604		
25.621		
25.637		
25.654		
25.671		
25.687		
25.704		
25.721	1.024	6.218E-3
25.738		
25.754		
25.771		
25.788		
25.805		
25.821		
25.838		
25.855		
25.872		
25.888		
25.905		
25.922		
25.939		
25.955		
25.972		
25.989		
26.005		
26.022		
26.039		
26.056		
26.072		
26.089		
26.106		
26.123		
26.139		
26.156		
26.173		
26.190		
26.206		
26.223		
26.240		
26.256		
26.273		
26.290		
26.307		
26.323		
26.340		
26.357		
26.374		
26.390		
26.407		
26.424		
26.441		
26.457		
26.474		
26.491		
26.507		
26.524		
26.541		
26.558		
26.574		
26.591		
26.608		
26.625		
26.641		
26.658		
26.675		
26.692		
26.708		
26.725		
26.742		
26.758		
26.775		
26.792		
26.809		
26.825		
26.842		
26.859		
26.876		
26.892		
26.909		
26.926		
26.943		
26.959		
26.976		
26.993		
27.010		
27.026		
27.043		
27.060		
27.076		
27.093		
27.110		
27.127		
27.143		
27.160		
27.177		
27.194		
27.210		
27.227		
27.244		
27.261		
27.277		
27.294		
27.311		
27.327		
27.344		
27.361		
27.378		
27.394		
27.411		
27.428		
27.445		
27.461		
27.478	1.009	1.342E-2
27.495		
27.512		
27.528	1.040	-9.816E-4
27.545	1.077	-5.210E-3
27.562	1.110	5.480E-3
27.578	1.115	5.584E-3
27.595	1.147	8.763E-3
27.612	1.146	1.239E-2
27.629	1.175	4.842E-2
27.645	1.191	6.469E-2
27.662	1.218	6.703E-2
27.679	1.253	7.483E-2
27.696	1.280	4.971E-2
27.712	1.299	4.834E-2
27.729	1.327	3.370E-2
27.746	1.351	3.771E-2
27.763	1.368	4.651E-2
