Время;Канал A;Канал B
0,09125000;0,02117985;6,05456700
0,09250000;0,00335704;6,05456700
0,09375000;0,02117985;5,96820000
0,09500000;0,00335704;6,05456700
0,09625000;0,00335704;6,05456700
0,09750000;0,02117985;6,05456700
0,09875000;0,02117985;6,05456700
0,10000000;0,02117985;6,05456700
0,10125000;0,02117985;6,05456700
0,10250000;0,02117985;6,05456700
0,10375000;0,02117985;6,05456700
0,10500000;0,02117985;5,96820000
0,10625000;0,02117985;6,05456700
0,10750000;0,00335704;6,05456700
0,10875000;0,02117985;6,05456700
0,11000000;0,00335704;6,05456700
0,11125000;0,02117985;5,96820000
0,11250000;0,02117985;6,05456700
0,11375000;0,00335704;6,05456700
0,11500000;0,00335704;6,05456700
0,11625000;0,02117985;6,05456700
0,11750000;0,00335704;5,96820000
0,11875000;0,00335704;6,05456700
0,12000000;0,00335704;5,96820000
0,12125000;0,02117985;6,05456700
0,12250000;0,00335704;5,96820000
0,12375000;0,02117985;5,96820000
0,12500000;0,00335704;6,05456700
0,12625000;0,00335704;5,96820000
0,12750000;0,02117985;6,05456700
0,12875000;0,02117985;6,05456700
0,13000000;0,02117985;6,05456700
0,13125000;0,00335704;5,96820000
0,13250000;0,02117985;6,05456700
0,13375000;0,02117985;5,96820000
0,13500000;0,02117985;5,96820000
0,13625000;0,02117985;5,96820000
0,13750000;0,02117985;6,05456700
0,13875000;0,02117985;5,96820000
0,14000000;0,02117985;6,05456700
0,14125000;0,02117985;6,05456700
0,14250000;0,02117985;6,05456700
0,14375000;0,02117985;6,05456700
0,14500000;0,02117985;6,05456700
0,14625000;0,00335704;6,05456700
0,14750000;0,02117985;5,96820000
0,14875000;0,02117985;6,05456700
0,15000000;0,00335704;5,96820000
0,15125000;0,02117985;5,96820000
0,15250000;0,02117985;6,05456700
0,15375000;0,02117985;6,05456700
0,15500000;0,02117985;6,05456700
0,15625000;0,02117985;5,96820000
0,15750000;0,02117985;6,05456700
0,15875000;0,02117985;6,05456700
0,16000000;0,02117985;6,05456700
0,16125000;0,00335704;6,05456700
0,16250000;0,02117985;6,05456700
0,16375000;0,02117985;5,96820000
0,16500000;0,02117985;5,96820000
0,16625000;0,02117985;6,05456700
0,16750000;0,02117985;5,96820000
0,16875000;0,00335704;5,96820000
0,17000000;0,02117985;5,96820000
0,17125000;0,02117985;5,96820000
0,17250000;0,02117985;6,05456700
0,17375000;0,02117985;6,05456700
0,17500000;0,02117985;6,05456700
0,17625000;0,02117985;6,05456700
0,17750000;0,02117985;6,05456700
0,17875000;0,00335704;6,05456700
0,18000000;0,02117985;6,05456700
0,18125000;0,02117985;6,05456700
0,18250000;0,00335704;6,05456700
0,18375000;0,02117985;6,05456700
0,18500000;0,02117985;6,05456700
0,18625000;0,00335704;6,05456700
0,18750000;0,02117985;5,96820000
0,18875000;0,02117985;6,05456700
0,19000000;0,02117985;6,05456700
0,19125000;0,02117985;6,05456700
0,19250000;0,02117985;6,05456700
0,19375000;0,02117985;6,05456700
0,19500000;0,02117985;6,05456700
0,19625000;0,02117985;6,05456700
0,19750000;0,02117985;6,05456700
0,19875000;0,02117985;5,96820000
0,20000000;0,02117985;6,05456700
0,20125000;0,02117985;5,96820000
0,20250000;0,02117985;6,05456700
0,20375000;0,02117985;6,05456700
0,20500000;0,02117985;6,05456700
0,20625000;0,02117985;6,05456700
0,20750000;0,02117985;6,05456700
0,20875000;0,02117985;6,05456700
0,21000000;0,02117985;6,05456700
0,21125000;0,02117985;6,05456700
0,21250000;0,02117985;6,05456700
0,21375000;0,02117985;5,96820000
0,21500000;0,02117985;6,05456700
0,21625000;0,00335704;6,05456700
0,21750000;0,02117985;6,05456700
0,21875000;0,02117985;5,96820000
0,22000000;0,02117985;6,05456700
0,22125000;0,02117985;6,05456700
0,22250000;0,02117985;6,05456700
0,22374999;0,02117985;6,05456700
0,22499999;0,00335704;6,05456700
0,22624999;0,02117985;6,05456700
0,22749999;0,02117985;6,05456700
0,22874999;0,00335704;5,96820000
0,22999999;0,00335704;6,05456700
0,23124999;0,02117985;5,96820000
0,23249999;0,02117985;6,05456700
0,23374999;0,00335704;6,05456700
0,23499999;0,02117985;6,05456700
0,23624999;0,02117985;6,05456700
0,23749999;0,02117985;6,05456700
0,23874999;0,02117985;6,05456700
0,23999999;0,00335704;6,05456700
0,24124999;0,02117985;5,96820000
0,24249999;0,02117985;6,05456700
0,24374999;0,02117985;6,05456700
0,24499999;0,02117985;5,96820000
0,24624999;0,02117985;6,05456700
0,24749999;0,02117985;5,96820000
0,24874999;0,02117985;6,05456700
0,24999999;0,02117985;6,05456700
0,25124999;0,00335704;5,96820000
0,25249999;0,02117985;6,05456700
0,25374999;0,00335704;6,05456700
0,25499999;0,02117985;6,05456700
0,25624999;0,00335704;5,96820000
0,25749999;0,02117985;6,05456700
0,25874999;0,02117985;6,05456700
0,25999999;0,02117985;6,05456700
0,26124999;0,00335704;6,05456700
0,26249999;0,02117985;5,96820000
0,26374999;0,02117985;5,96820000
0,26499999;0,02117985;6,05456700
0,26624999;0,02117985;6,05456700
0,26749999;0,02117985;6,05456700
0,26874999;0,02117985;5,96820000
0,26999999;0,02117985;6,05456700
0,27124999;0,02117985;6,05456700
0,27249999;0,02117985;6,05456700
0,27374999;0,02117985;6,05456700
0,27499999;0,02117985;5,96820000
0,27624999;0,02117985;6,05456700
0,27749999;0,02117985;5,96820000
0,27874999;0,02117985;5,96820000
0,27999999;0,02117985;5,96820000
0,28124999;0,02117985;6,05456700
0,28249999;0,00335704;5,96820000
0,28374999;0,02117985;5,96820000
0,28499999;0,02117985;6,05456700
0,28624999;0,02117985;5,96820000
0,28749999;0,00335704;6,05456700
0,28874999;0,02117985;6,05456700
0,28999999;0,02117985;5,96820000
0,29124999;0,00335704;6,05456700
0,29249999;0,02117985;5,96820000
0,29374999;0,02117985;6,05456700
0,29499999;0,02117985;6,05456700
0,29624999;0,02117985;6,05456700
0,29749999;0,02117985;6,05456700
0,29874999;0,02117985;6,05456700
0,29999999;0,02117985;5,96820000
0,30124999;0,02117985;6,05456700
0,30249999;0,02117985;5,96820000
0,30374999;0,02117985;5,96820000
0,30499999;0,00335704;6,05456700
0,30624999;0,02117985;6,05456700
0,30749999;0,02117985;5,96820000
0,30874999;0,00335704;6,05456700
0,30999999;0,02117985;6,05456700
0,31124999;0,02117985;6,05456700
0,31249999;0,00335704;6,05456700
0,31374999;0,02117985;5,96820000
0,31499999;0,02117985;5,96820000
0,31624999;0,02117985;5,96820000
0,31749999;0,02117985;6,05456700
0,31874999;0,02117985;6,05456700
0,31999999;0,02117985;6,05456700
0,32124999;0,02117985;6,05456700
0,32249999;0,02117985;6,05456700
0,32374999;0,02117985;6,05456700
0,32499999;0,02117985;5,96820000
0,32624999;0,02117985;6,05456700
0,32749999;0,02117985;6,05456700
0,32874999;0,02117985;6,05456700
0,32999999;0,02117985;5,96820000
0,33124999;0,02117985;5,96820000
0,33249999;0,02117985;6,05456700
0,33374999;0,00335704;6,05456700
0,33499999;0,02117985;6,05456700
0,33624999;0,02117985;6,05456700
0,33749999;0,02117985;6,05456700
0,33874999;0,02117985;6,05456700
0,33999999;0,02117985;6,05456700
0,34124999;0,02117985;5,96820000
0,34249999;0,02117985;6,05456700
0,34374999;0,02117985;5,96820000
0,34499999;0,02117985;6,05456700
0,34624999;0,02117985;6,05456700
0,34749999;0,02117985;6,05456700
0,34874999;0,02117985;6,05456700
0,34999999;0,00335704;5,96820000
0,35124999;0,02117985;5,96820000
0,35249999;0,02117985;6,05456700
0,35374999;0,02117985;6,05456700
0,35499999;0,02117985;6,05456700
0,35624999;0,02117985;6,05456700
0,35749999;0,02117985;6,05456700
0,35874999;0,02117985;6,05456700
0,35999999;0,02117985;6,05456700
0,36124999;0,02117985;6,05456700
0,36249999;0,02117985;6,05456700
0,36374999;0,02117985;6,05456700
0,36499999;0,02117985;6,05456700
0,36624999;0,02117985;6,05456700
0,36749999;0,02117985;5,96820000
0,36874999;0,02117985;6,05456700
0,36999999;0,02117985;6,05456700
0,37124999;0,02117985;6,05456700
0,37249999;0,00335704;6,05456700
0,37374999;0,02117985;5,96820000
0,37499999;0,02117985;5,96820000
0,37624999;0,02117985;6,05456700
0,37749999;0,02117985;5,96820000
0,37874999;0,00335704;6,05456700
0,37999999;0,02117985;6,05456700
0,38124999;0,00335704;6,05456700
0,38249999;0,02117985;6,05456700
0,38374999;0,02117985;6,05456700
0,38499999;0,02117985;6,05456700
0,38624999;0,02117985;5,96820000
0,38749999;0,02117985;5,96820000
0,38874999;0,02117985;6,05456700
0,38999999;0,02117985;5,96820000
0,39124999;0,02117985;6,05456700
0,39249999;0,02117985;5,96820000
0,39374999;0,02117985;6,05456700
0,39499999;0,02117985;6,05456700
0,39624999;0,02117985;6,05456700
0,39749999;0,02117985;6,05456700
0,39874999;0,02117985;6,05456700
0,39999999;0,00335704;6,05456700
0,40124999;0,02117985;6,05456700
0,40249999;0,02117985;6,05456700
0,40374999;0,02117985;6,05456700
0,40499999;0,02117985;6,05456700
0,40624999;0,00335704;5,96820000
0,40749999;0,02117985;5,96820000
0,40874999;0,02117985;5,96820000
0,40999999;0,02117985;6,05456700
0,41124999;0,00335704;6,05456700
0,41249999;0,02117985;6,05456700
0,41374999;0,02117985;5,96820000
0,41499999;0,02117985;6,05456700
0,41624999;0,02117985;6,05456700
0,41749999;0,00335704;6,05456700
0,41874999;0,02117985;5,96820000
0,41999999;0,02117985;6,05456700
0,42124999;0,02117985;6,05456700
0,42249999;0,02117985;5,96820000
0,42374999;0,02117985;6,05456700
0,42499999;0,02117985;6,05456700
0,42624999;0,02117985;5,96820000
0,42749999;0,02117985;6,05456700
0,42874999;0,02117985;6,05456700
0,42999999;0,00335704;6,05456700
0,43124999;0,00335704;6,05456700
0,43249999;0,02117985;5,96820000
0,43374999;0,02117985;6,05456700
0,43499999;0,02117985;5,96820000
0,43624999;0,02117985;5,96820000
0,43749999;0,02117985;6,05456700
0,43874999;0,02117985;5,96820000
0,43999999;0,02117985;5,96820000
0,44124999;0,02117985;6,05456700
0,44249999;0,02117985;6,05456700
0,44374999;0,02117985;6,05456700
0,44499999;0,02117985;5,96820000
0,44624999;0,02117985;6,05456700
0,44749999;0,02117985;6,05456700
0,44874999;0,02117985;6,05456700
0,44999999;0,02117985;6,05456700
0,45124999;0,02117985;6,05456700
0,45249999;0,02117985;6,05456700
0,45374999;0,02117985;6,05456700
0,45499999;0,02117985;6,05456700
0,45624999;0,02117985;6,05456700
0,45749999;0,02117985;6,05456700
0,45874999;0,02117985;6,05456700
0,45999999;0,02117985;6,05456700
0,46124999;0,02117985;6,05456700
0,46249999;0,02117985;6,05456700
0,46374999;0,02117985;6,05456700
0,46499999;0,02117985;6,05456700
0,46624999;0,02117985;6,05456700
0,46749999;0,02117985;5,96820000
0,46874999;0,02117985;6,05456700
0,46999999;0,02117985;6,05456700
0,47124999;0,02117985;6,05456700
0,47249999;0,02117985;6,05456700
0,47374999;0,02117985;6,05456700
0,47499999;0,02117985;6,05456700
0,47624999;0,02117985;6,05456700
0,47749999;0,02117985;6,05456700
0,47874999;0,02117985;6,05456700
0,47999999;0,02117985;5,96820000
0,48124999;0,02117985;5,96820000
0,48249999;0,02117985;5,96820000
0,48374999;0,02117985;5,96820000
0,48499999;0,02117985;6,05456700
0,48624999;0,02117985;5,96820000
0,48749999;0,02117985;6,05456700
0,48874999;0,02117985;6,05456700
0,48999999;0,02117985;5,96820000
0,49124999;0,02117985;5,96820000
0,49249999;0,02117985;6,05456700
0,49374999;0,02117985;6,05456700
0,49499999;0,02117985;5,96820000
0,49624999;0,02117985;6,05456700
0,49749999;0,02117985;6,05456700
0,49874999;0,02117985;6,05456700
0,49999999;0,02117985;6,05456700
0,50124999;0,02117985;6,05456700
0,50249999;0,02117985;6,05456700
0,50374999;0,02117985;6,05456700
0,50499999;0,02117985;6,05456700
0,50624999;0,02117985;5,96820000
0,50749999;0,02117985;6,05456700
0,50874999;0,02117985;5,96820000
0,50999999;0,02117985;6,05456700
0,51124999;0,02117985;5,96820000
0,51249999;0,02117985;6,05456700
0,51374999;0,02117985;6,05456700
0,51499999;0,02117985;6,05456700
0,51624999;0,02117985;5,96820000
0,51749999;0,02117985;5,96820000
0,51874999;0,02117985;6,05456700
0,51999999;0,02117985;5,96820000
0,52124999;0,02117985;6,05456700
0,52249999;0,02117985;6,05456700
0,52374999;0,02117985;5,96820000
0,52499999;0,02117985;6,05456700
0,52624999;0,02117985;6,05456700
0,52749999;0,02117985;6,05456700
0,52874999;0,02117985;6,05456700
0,52999999;0,03894162;6,05456700
0,53124999;0,02117985;6,05456700
0,53249999;0,00335704;6,05456700
0,53374999;0,02117985;5,96820000
0,53499999;0,02117985;6,05456700
0,53624999;0,02117985;6,05456700
0,53749999;0,02117985;5,96820000
0,53874999;0,02117985;6,05456700
0,53999999;0,02117985;6,05456700
0,54124999;0,02117985;6,05456700
0,54249999;0,02117985;5,96820000
0,54374999;0,02117985;6,05456700
0,54499999;0,02117985;6,05456700
0,54624999;0,02117985;6,05456700
0,54749999;0,02117985;6,05456700
0,54874999;0,02117985;5,96820000
0,54999999;0,02117985;6,05456700
0,55124999;0,02117985;6,05456700
0,55249999;0,02117985;6,05456700
0,55374999;0,02117985;5,96820000
0,55499999;0,02117985;6,05456700
0,55624999;0,02117985;6,05456700
0,55749999;0,02117985;6,05456700
0,55874999;0,02117985;5,96820000
0,55999999;0,02117985;5,96820000
0,56124999;0,00335704;6,05456700
0,56249999;0,02117985;5,96820000
0,56374999;0,00335704;6,05456700
0,56499999;0,02117985;5,96820000
0,56624999;0,02117985;5,96820000
0,56749999;0,02117985;6,05456700
0,56874999;0,02117985;5,96820000
0,56999999;0,02117985;5,96820000
0,57124999;0,02117985;6,05456700
0,57249999;0,02117985;6,05456700
0,57374999;0,02117985;6,05456700
0,57499999;0,02117985;5,96820000
0,57624999;0,02117985;5,96820000
0,57749999;0,02117985;6,05456700
0,57874999;0,02117985;5,96820000
0,57999999;0,02117985;6,05456700
0,58124999;0,02117985;6,05456700
0,58249999;0,02117985;6,05456700
0,58374999;0,02117985;6,05456700
0,58499999;0,02117985;5,96820000
0,58624999;0,02117985;5,96820000
0,58749999;0,02117985;6,05456700
0,58874999;0,02117985;6,05456700
0,58999999;0,02117985;6,05456700
0,59124999;0,02117985;6,05456700
0,59249999;0,02117985;6,05456700
0,59374999;0,02117985;5,96820000
0,59499999;0,00335704;6,05456700
0,59624999;0,02117985;6,05456700
0,59749999;0,02117985;6,05456700
0,59874999;0,02117985;5,96820000
0,59999999;0,02117985;6,05456700
0,60124999;0,02117985;6,05456700
0,60249999;0,02117985;6,05456700
0,60374999;0,02117985;6,05456700
0,60499999;0,02117985;6,05456700
0,60624999;0,02117985;6,05456700
0,60749999;0,02117985;6,05456700
0,60874999;0,02117985;6,05456700
0,60999999;0,02117985;6,05456700
0,61124999;0,02117985;6,05456700
0,61249999;0,02117985;6,05456700
0,61374999;0,02117985;6,05456700
0,61499999;0,02117985;6,05456700
0,61624999;0,02117985;6,05456700
0,61749999;0,02117985;6,05456700
0,61874999;0,02117985;6,05456700
0,61999999;0,02117985;6,05456700
0,62124999;0,02117985;5,96820000
0,62249999;0,02117985;6,05456700
0,62374999;0,02117985;6,05456700
0,62499999;0,02117985;6,05456700
0,62624999;0,02117985;6,05456700
0,62749999;0,02117985;6,05456700
0,62874999;0,02117985;5,96820000
0,62999999;0,02117985;6,05456700
0,63124999;0,02117985;6,05456700
0,63249999;0,02117985;6,05456700
0,63374999;0,02117985;5,96820000
0,63499999;0,02117985;5,96820000
0,63624999;0,02117985;6,05456700
0,63749999;0,02117985;6,05456700
0,63874999;0,02117985;6,05456700
0,63999999;0,02117985;6,05456700
0,64124999;0,02117985;6,05456700
0,64249999;0,02117985;6,05456700
0,64374999;0,02117985;6,05456700
0,64499999;0,02117985;6,05456700
0,64624999;0,02117985;6,05456700
0,64749999;0,02117985;6,05456700
0,64874999;0,02117985;5,96820000
0,64999999;0,02117985;6,05456700
0,65124999;0,02117985;6,05456700
0,65249999;0,02117985;6,05456700
0,65374999;0,02117985;6,05456700
0,65499999;0,02117985;6,05456700
0,65624999;0,02117985;6,05456700
0,65749999;0,02117985;6,05456700
0,65874999;0,02117985;6,05456700
0,65999999;0,02117985;6,05456700
0,66124999;0,02117985;5,96820000
0,66249999;0,02117985;6,05456700
0,66374999;0,02117985;6,05456700
0,66499999;0,02117985;6,05456700
0,66624999;0,02117985;5,96820000
0,66749999;0,02117985;5,96820000
0,66874999;0,02117985;5,96820000
0,66999999;0,02117985;6,05456700
0,67124998;0,02117985;6,05456700
0,67249998;0,02117985;5,96820000
0,67374998;0,02117985;6,05456700
0,67499998;0,02117985;6,05456700
0,67624998;0,02117985;5,96820000
0,67749998;0,02117985;6,05456700
0,67874998;0,02117985;6,05456700
0,67999998;0,02117985;6,05456700
0,68124998;0,00335704;6,05456700
0,68249998;0,02117985;5,96820000
0,68374998;0,02117985;6,05456700
0,68499998;0,02117985;6,05456700
0,68624998;0,02117985;6,05456700
0,68749998;0,02117985;6,05456700
0,68874998;0,02117985;6,05456700
0,68999998;0,02117985;5,96820000
0,69124998;0,02117985;6,05456700
0,69249998;0,02117985;6,05456700
0,69374998;0,02117985;5,96820000
0,69499998;0,02117985;6,05456700
0,69624998;0,02117985;6,05456700
0,69749998;0,02117985;5,96820000
0,69874998;0,02117985;6,05456700
0,69999998;0,02117985;5,96820000
0,70124998;0,02117985;5,96820000
0,70249998;0,02117985;6,05456700
0,70374998;0,02117985;6,05456700
0,70499998;0,02117985;6,05456700
0,70624998;0,02117985;6,05456700
0,70749998;0,02117985;6,05456700
0,70874998;0,02117985;5,96820000
0,70999998;0,02117985;6,05456700
0,71124998;0,02117985;5,96820000
0,71249998;0,02117985;5,96820000
0,71374998;0,02117985;6,05456700
0,71499998;0,02117985;6,05456700
0,71624998;0,02117985;6,05456700
0,71749998;0,02117985;6,05456700
0,71874998;0,02117985;6,05456700
0,71999998;0,02117985;6,05456700
0,72124998;0,02117985;6,05456700
0,72249998;0,02117985;6,05456700
0,72374998;0,02117985;6,05456700
0,72499998;0,02117985;5,96820000
0,72624998;0,02117985;6,05456700
0,72749998;0,02117985;6,05456700
0,72874998;0,02117985;6,05456700
0,72999998;0,02117985;6,05456700
0,73124998;0,02117985;6,05456700
0,73249998;0,02117985;6,05456700
0,73374998;0,02117985;6,05456700
0,73499998;0,02117985;6,05456700
0,73624998;0,02117985;5,96820000
0,73749998;0,02117985;6,05456700
0,73874998;0,02117985;6,05456700
0,73999998;0,02117985;6,05456700
0,74124998;0,00335704;6,05456700
0,74249998;0,02117985;6,05456700
0,74374998;0,02117985;6,05456700
0,74499998;0,02117985;5,96820000
0,74624998;0,02117985;6,05456700
0,74749998;0,02117985;6,05456700
0,74874998;0,02117985;6,05456700
0,74999998;0,02117985;6,05456700
0,75124998;0,02117985;5,96820000
0,75249998;0,02117985;5,96820000
0,75374998;0,02117985;6,05456700
0,75499998;0,02117985;5,96820000
0,75624998;0,02117985;5,96820000
0,75749998;0,02117985;6,05456700
0,75874998;0,02117985;6,05456700
0,75999998;0,02117985;5,96820000
0,76124998;0,00335704;6,05456700
0,76249998;0,02117985;6,05456700
0,76374998;0,02117985;6,05456700
0,76499998;0,02117985;6,05456700
0,76624998;0,02117985;6,05456700
0,76749998;0,02117985;6,05456700
0,76874998;0,02117985;5,96820000
0,76999998;0,02117985;6,05456700
0,77124998;0,02117985;5,96820000
0,77249998;0,02117985;5,96820000
0,77374998;0,02117985;5,96820000
0,77499998;0,02117985;6,05456700
0,77624998;0,02117985;5,96820000
0,77749998;0,02117985;6,05456700
0,77874998;0,02117985;6,05456700
0,77999998;0,00335704;6,05456700
0,78124998;0,02117985;6,05456700
0,78249998;0,02117985;6,05456700
0,78374998;0,02117985;6,05456700
0,78499998;0,02117985;5,96820000
0,78624998;0,02117985;5,96820000
0,78749998;0,02117985;6,05456700
0,78874998;0,02117985;6,05456700
0,78999998;0,00335704;5,96820000
0,79124998;0,02117985;6,05456700
0,79249998;0,02117985;5,96820000
0,79374998;0,02117985;6,05456700
0,79499998;0,02117985;6,05456700
0,79624998;0,02117985;6,05456700
0,79749998;0,02117985;6,05456700
0,79874998;0,02117985;6,05456700
0,79999998;0,02117985;5,96820000
0,80124998;0,02117985;6,05456700
0,80249998;0,02117985;6,05456700
0,80374998;0,02117985;5,96820000
0,80499998;0,02117985;6,05456700
0,80624998;0,02117985;5,96820000
0,80749998;0,02117985;6,05456700
0,80874998;0,02117985;6,05456700
0,80999998;0,02117985;5,96820000
0,81124998;0,02117985;5,96820000
0,81249998;0,02117985;6,05456700
0,81374998;0,02117985;6,05456700
0,81499998;0,02117985;6,05456700
0,81624998;0,02117985;6,05456700
0,81749998;0,02117985;5,96820000
0,81874998;0,02117985;6,05456700
0,81999998;0,02117985;6,05456700
0,82124998;0,02117985;6,05456700
0,82249998;0,02117985;5,96820000
0,82374998;0,02117985;5,96820000
0,82499998;0,02117985;5,96820000
0,82624998;0,02117985;6,05456700
0,82749998;0,02117985;6,05456700
0,82874998;0,02117985;6,05456700
0,82999998;0,02117985;6,05456700
0,83124998;0,00335704;6,05456700
0,83249998;0,02117985;6,05456700
0,83374998;0,00335704;6,05456700
0,83499998;0,00335704;6,05456700
0,83624998;0,02117985;6,05456700
0,83749998;0,02117985;5,96820000
0,83874998;0,02117985;5,96820000
0,83999998;0,02117985;5,96820000
0,84124998;0,02117985;6,05456700
0,84249998;0,02117985;6,05456700
0,84374998;0,02117985;6,05456700
0,84499998;0,02117985;6,05456700
0,84624998;0,02117985;5,96820000
0,84749998;0,02117985;6,05456700
0,84874998;0,02117985;6,05456700
0,84999998;0,02117985;5,96820000
0,85124998;0,02117985;6,05456700
0,85249998;0,02117985;5,96820000
0,85374998;0,02117985;6,05456700
0,85499998;0,02117985;6,05456700
0,85624998;0,00335704;6,05456700
0,85749998;0,02117985;5,96820000
0,85874998;0,02117985;6,05456700
0,85999998;0,02117985;6,05456700
0,86124998;0,02117985;6,05456700
0,86249998;0,02117985;6,05456700
0,86374998;0,02117985;6,05456700
0,86499998;0,00335704;6,05456700
0,86624998;0,02117985;6,05456700
0,86749998;0,02117985;5,96820000
0,86874998;0,02117985;5,96820000
0,86999998;0,00335704;6,05456700
0,87124998;0,02117985;6,05456700
0,87249998;0,02117985;5,96820000
0,87374998;0,02117985;6,05456700
0,87499998;0,02117985;5,96820000
0,87624998;0,02117985;6,05456700
0,87749998;0,02117985;6,05456700
0,87874998;0,00335704;6,05456700
0,87999998;0,00335704;6,05456700
0,88124998;0,00335704;6,05456700
0,88249998;0,02117985;5,96820000
0,88374998;0,02117985;6,05456700
0,88499998;0,02117985;6,05456700
0,88624998;0,00335704;5,96820000
0,88749998;0,02117985;6,05456700
0,88874998;0,00335704;5,96820000
0,88999998;0,02117985;6,05456700
0,89124998;0,02117985;6,05456700
0,89249998;0,02117985;6,05456700
0,89374998;0,02117985;6,05456700
0,89499998;0,00335704;6,05456700
0,89624998;0,02117985;6,05456700
0,89749998;0,02117985;6,05456700
0,89874998;0,02117985;6,05456700
0,89999998;0,02117985;5,96820000
0,90124998;0,02117985;6,05456700
0,90249998;0,02117985;6,05456700
0,90374998;0,02117985;6,05456700
0,90499998;0,02117985;6,05456700
0,90624998;0,02117985;6,05456700
0,90749998;0,02117985;6,05456700
0,90874998;0,02117985;5,96820000
0,90999998;0,00335704;6,05456700
0,91124998;0,02117985;6,05456700
0,91249998;0,02117985;6,05456700
0,91374998;0,02117985;6,05456700
0,91499998;0,02117985;6,05456700
0,91624998;0,00335704;6,05456700
0,91749998;0,02117985;6,05456700
0,91874998;0,00335704;6,05456700
0,91999998;0,02117985;6,05456700
0,92124998;0,02117985;5,96820000
0,92249998;0,02117985;5,96820000
0,92374998;0,02117985;5,96820000
0,92499998;0,02117985;5,96820000
0,92624998;0,02117985;5,96820000
0,92749998;0,02117985;5,96820000
0,92874998;0,02117985;6,05456700
0,92999998;0,02117985;6,05456700
0,93124998;0,02117985;6,05456700
0,93249998;0,02117985;5,96820000
0,93374998;0,02117985;5,96820000
0,93499998;0,02117985;6,05456700
0,93624998;0,02117985;6,05456700
0,93749998;0,02117985;6,05456700
0,93874998;0,02117985;6,05456700
0,93999998;0,02117985;6,05456700
0,94124998;0,02117985;6,05456700
0,94249998;0,02117985;6,05456700
0,94374998;0,02117985;5,96820000
0,94499998;0,02117985;6,05456700
0,94624998;0,02117985;6,05456700
0,94749998;0,02117985;6,05456700
0,94874998;0,02117985;6,05456700
0,94999998;0,02117985;5,96820000
0,95124998;0,02117985;6,05456700
0,95249998;0,02117985;5,96820000
0,95374998;0,02117985;6,05456700
0,95499998;0,00335704;5,96820000
0,95624998;0,00335704;6,05456700
0,95749998;0,02117985;6,05456700
0,95874998;0,00335704;6,05456700
0,95999998;0,02117985;6,05456700
0,96124998;0,02117985;6,05456700
0,96249998;0,00335704;5,96820000
0,96374998;0,02117985;5,96820000
0,96499998;0,02117985;6,05456700
0,96624998;0,02117985;5,96820000
0,96749998;0,02117985;5,96820000
