#multi:
	A			light_1_a			light_1_b			light_2_b			light_2_a			bench_1			bench_2			
t	x	pixelx	pixely	x	pixelx	pixely	x	pixelx	pixely	x	pixelx	pixely	x	pixelx	pixely	x	pixelx	pixely	x	pixelx	pixely	
1.052261E2	2.592353E0	4.865000E2	1.656250E3																		
1.052428E2	2.819301E0	4.895000E2	1.640250E3																		
1.052594E2	3.039167E0	4.925000E2	1.624750E3																		
1.052761E2	3.298068E0	4.962500E2	1.606500E3																		
1.052927E2	3.521680E0	5.010000E2	1.590750E3																		
1.053094E2	3.787836E0	5.062500E2	1.572000E3																		
1.053260E2	4.018296E0	5.090000E2	1.555750E3																		
1.053427E2	4.319888E0	5.145000E2	1.534500E3																		
1.053593E2	4.610916E0	5.205000E2	1.514000E3																		
1.053760E2	4.884329E0	5.272500E2	1.494750E3																		
1.053926E2	5.203683E0	5.332500E2	1.472250E3																		
1.054093E2	5.494916E0	5.410000E2	1.451750E3																		
1.054259E2	5.828344E0	5.462500E2	1.428250E3																		
1.054426E2	6.123117E0	5.540000E2	1.407500E3																		
1.054592E2	6.463918E0	5.617500E2	1.383500E3																		
1.054759E2	6.765773E0	5.695000E2	1.362250E3																		
1.054925E2	7.071081E0	5.765000E2	1.340750E3																		
1.055092E2	7.344640E0	5.845000E2	1.321500E3																		
1.055259E2	7.663993E0	5.905000E2	1.299000E3																		
1.055425E2	7.955197E0	5.980000E2	1.278500E3																		
1.055592E2	8.235574E0	6.037500E2	1.258750E3																		
1.055758E2	8.502023E0	6.115000E2	1.240000E3																		
1.055925E2	8.771867E0	6.180000E2	1.221000E3																		
1.056091E2	9.031030E0	6.240000E2	1.202750E3																		
1.056258E2	9.272490E0	6.300000E2	1.185750E3																		
1.056424E2																					
1.056591E2																					
1.056757E2																					
1.056924E2																					
1.057090E2																					
1.057257E2																					
1.057423E2																					
1.057590E2																					
1.057756E2																					
1.057923E2	1.156692E1	6.917500E2	1.024250E3																		
1.058089E2	1.177315E1	6.992500E2	1.009750E3																		
1.058256E2	1.198242E1	7.025000E2	9.950000E2																		
1.058422E2	1.215667E1	7.090000E2	9.827500E2																		
1.058589E2	1.233434E1	7.145000E2	9.702500E2																		
1.058756E2	1.253671E1	7.192500E2	9.560000E2																		
1.058922E2	1.271432E1	7.242500E2	9.435000E2																		
1.059089E2	1.289905E1	7.295000E2	9.305000E2																		
1.059255E2	1.305541E1	7.345000E2	9.195000E2																		
1.059422E2	1.320821E1	7.392500E2	9.087500E2																		
1.059588E2																					
1.059755E2																					
1.059921E2																					
1.060088E2																					
1.060254E2																					
1.060421E2																					
1.060587E2																					
1.060754E2																					
1.060920E2																					
1.061087E2																					
1.061253E2																					
1.061420E2																					
1.061586E2																					
1.061753E2																					
1.061919E2																					
1.062086E2	1.550109E1	8.180000E2	7.475000E2																		
1.062252E2	1.562916E1	8.232500E2	7.385000E2																		
1.062419E2	1.576780E1	8.280000E2	7.287500E2																		
1.062586E2	1.586392E1	8.325000E2	7.220000E2																		
1.062752E2	1.596695E1	8.355000E2	7.147500E2																		
1.062919E2	1.610912E1	8.402500E2	7.047500E2																		
1.063085E2	1.619102E1	8.442500E2	6.990000E2																		
1.063252E2	1.628720E1	8.492500E2	6.922500E2																		
1.063418E2	1.640802E1	8.530000E2	6.837500E2																		
