	mass A		
t	x	y	
101.470	9.949E-2	-4.803E-2
101.487	9.936E-2	-3.852E-2
101.504		
101.520		
101.537		
101.554		
101.570		
101.587		
101.604		
101.620		
101.637		
101.654		
101.670		
101.687		
101.704		
101.720		
101.737		
101.754		
101.770		
101.787		
101.804		
101.820		
101.837		
101.854		
101.870		
101.887		
101.904		
101.920		
101.937		
101.954		
101.970		
101.987		
102.004	9.945E-2	-4.486E-2
102.020		
102.037		
102.053		
102.070		
102.087		
102.103		
102.120	0.600	-3.152E-2
102.137		
102.153		
102.170	1.269	-3.168E-2
102.187	1.484	-2.233E-2
102.203	1.497	-6.301E-3
102.220	1.624	-1.404E-2
102.237	1.773	3.894E-3
102.253	1.839	3.018E-2
102.270	1.868	-7.455E-3
102.287	2.001	-1.193E-2
102.303	1.972	-5.993E-3
102.320	1.925	-3.488E-3
102.337	1.997	1.972E-2
102.353	2.014	-8.586E-3
102.370	2.014	-8.586E-3
102.387	2.108	2.127E-2
102.403	2.127	1.837E-2
102.420	2.242	-5.395E-3
102.437	2.324	-1.058E-2
102.453	2.495	7.659E-3
102.470	2.590	8.989E-3
102.487	2.667	5.437E-4
102.503	2.812	8.921E-3
102.520	2.901	-8.855E-3
102.537	3.060	9.209E-3
